#feat_name	source_int	mapped_int	source_id	mapped_id	source_length	mapped_length	source_start	source_stop	source_strand	source_sub_start	source_sub_stop	mapped_start	mapped_stop	mapped_strand	coverage	recip	asm_unit
Line:15	1	1	NW_022145594	NW_003577164.1	1	1	1952618	1952618	+	1952618	1952618	456678	456678	-	1	First Pass	Primary Assembly
Line:16	1	1	NW_022145594	NW_003577164.1	1	1	1952648	1952648	+	1952648	1952648	456648	456648	-	1	First Pass	Primary Assembly
Line:17	1	1	NW_022145594	NW_003577164.1	1	1	1952990	1952990	+	1952990	1952990	456328	456328	-	1	First Pass	Primary Assembly
Line:18	1	1	NW_022145594	NW_003577377.1	1	1	2506358	2506358	+	2506358	2506358	237690	237690	+	1	First Pass	Primary Assembly
Line:19	1	NULL	NW_022145594	NULL	1	NULL	4448131	4448131	+	NOMAP	ALIGNGAP						
Line:20	1	1	NW_022145594	NW_003579225.1	1	1	4730506	4730506	+	4730506	4730506	163689	163689	-	1	First Pass	Primary Assembly
Line:21	1	1	NW_022145594	NW_003579225.1	1	1	4768367	4768367	+	4768367	4768367	126890	126890	-	1	First Pass	Primary Assembly
Line:22	1	NULL	NW_022145594	NULL	1	NULL	6377500	6377500	+	NOMAP	ALIGNGAP						
Line:23	1	1	NW_022145594	NW_003577490.1	1	1	6650868	6650868	+	6650868	6650868	413139	413139	+	1	First Pass	Primary Assembly
Line:24	1	1	NW_022145594	NW_003581097.1	1	1	8580431	8580431	+	8580431	8580431	8241	8241	-	1	First Pass	Primary Assembly
Line:25	1	1	NW_022145594	NW_003576991.1	1	1	8613016	8613016	+	8613016	8613016	496232	496232	-	1	First Pass	Primary Assembly
Line:26	1	1	NW_022145594	NW_003576991.1	1	1	8659474	8659474	+	8659474	8659474	441038	441038	-	1	First Pass	Primary Assembly
Line:27	1	1	NW_022145594	NW_003576991.1	1	1	8670128	8670128	+	8670128	8670128	431515	431515	-	1	First Pass	Primary Assembly
Line:28	1	1	NW_022145594	NW_003576991.1	1	1	8687823	8687823	+	8687823	8687823	413044	413044	-	1	First Pass	Primary Assembly
Line:29	1	1	NW_022145594	NW_003576991.1	1	1	8764091	8764091	+	8764091	8764091	334861	334861	-	1	First Pass	Primary Assembly
Line:30	1	1	NW_022145594	NW_003576991.1	1	1	8930516	8930516	+	8930516	8930516	176441	176441	-	1	First Pass	Primary Assembly
Line:31	1	NULL	NW_022145594	NULL	1	NULL	9183918	9183918	+	NOMAP	ALIGNGAP						
Line:32	1	1	NW_022145594	NW_003578073.1	1	1	9773503	9773503	+	9773503	9773503	102287	102287	+	1	First Pass	Primary Assembly
Line:33	1	1	NW_022145594	NW_003577446.1	1	1	11898549	11898549	+	11898549	11898549	60631	60631	+	1	Second Pass	Primary Assembly
Line:33	1	2	NW_022145594	NW_003577446.1	1	1	11898549	11898549	+	11898549	11898549	51575	51575	+	1	First Pass	Primary Assembly
Line:34	1	1	NW_022145594	NW_003577446.1	1	1	11924809	11924809	+	11924809	11924809	80021	80021	+	1	Second Pass	Primary Assembly
Line:34	1	2	NW_022145594	NW_003577446.1	1	1	11924809	11924809	+	11924809	11924809	83456	83456	+	1	First Pass	Primary Assembly
Line:35	1	1	NW_022145594	NW_003585277.1	1	1	12165389	12165389	+	12165389	12165389	9096	9096	+	1	First Pass	Primary Assembly
Line:35	1	2	NW_022145594	NW_003577759.1	1	1	12165389	12165389	+	12165389	12165389	77638	77638	+	1	Second Pass	Primary Assembly
Line:36	1	1	NW_022145594	NW_003577759.1	1	1	12189223	12189223	+	12189223	12189223	16646	16646	+	1	First Pass	Primary Assembly
Line:37	1	1	NW_022145594	NW_003577759.1	1	1	12220287	12220287	+	12220287	12220287	165430	165430	+	1	First Pass	Primary Assembly
Line:38	1	1	NW_022145594	NW_003577200.1	1	1	17254620	17254620	+	17254620	17254620	92116	92116	-	1	First Pass	Primary Assembly
Line:39	1	1	NW_022145594	NW_003577200.1	1	1	17267345	17267345	+	17267345	17267345	67247	67247	-	1	First Pass	Primary Assembly
Line:40	1	1	NW_022145594	NW_003577735.1	1	1	19063044	19063044	+	19063044	19063044	377501	377501	+	1	First Pass	Primary Assembly
Line:41	1	1	NW_022145594	NW_003577735.1	1	1	19105064	19105064	+	19105064	19105064	420908	420908	+	1	First Pass	Primary Assembly
Line:42	1	1	NW_022145594	NW_003578089.1	1	1	19106746	19106746	+	19106746	19106746	46301	46301	-	1	First Pass	Primary Assembly
Line:43	1	1	NW_022145594	NW_003578089.1	1	1	19120622	19120622	+	19120622	19120622	59279	59279	+	1	First Pass	Primary Assembly
Line:44	1	1	NW_022145594	NW_003578089.1	1	1	19147490	19147490	+	19147490	19147490	86487	86487	+	1	First Pass	Primary Assembly
Line:45	1	1	NW_022145594	NW_003578799.1	1	1	23602322	23602322	+	23602322	23602322	40665	40665	-	1	First Pass	Primary Assembly
Line:46	1	1	NW_022145594	NW_003577087.1	1	1	29243024	29243024	+	29243024	29243024	572594	572594	-	1	First Pass	Primary Assembly
Line:47	1	1	NW_022145594	NW_003577105.1	1	1	31562524	31562524	+	31562524	31562524	107838	107838	+	1	First Pass	Primary Assembly
Line:48	1	1	NW_022145594	NW_003578026.1	1	1	32237325	32237325	+	32237325	32237325	189918	189918	+	1	First Pass	Primary Assembly
Line:49	1	1	NW_022145594	NW_003579423.1	1	1	33182057	33182057	+	33182057	33182057	167649	167649	+	1	First Pass	Primary Assembly
Line:49	1	2	NW_022145594	NW_003577767.1	1	1	33182057	33182057	+	33182057	33182057	12828	12828	-	1	Second Pass	Primary Assembly
Line:50	1	1	NW_022145594	NW_003579575.1	1	1	40839601	40839601	+	40839601	40839601	30780	30780	-	1	First Pass	Primary Assembly
Line:51	1	1	NW_022145594	NW_003579957.1	1	1	42833378	42833378	+	42833378	42833378	30527	30527	+	1	First Pass	Primary Assembly
Line:52	1	1	NW_022145594	NW_003577798.1	1	1	44586972	44586972	+	44586972	44586972	297236	297236	-	1	First Pass	Primary Assembly
Line:53	1	1	NW_022145594	NW_003580602.1	1	1	45450771	45450771	+	45450771	45450771	8386	8386	+	1	First Pass	Primary Assembly
Line:53	1	2	NW_022145594	NW_003577483.1	1	1	45450771	45450771	+	45450771	45450771	211021	211021	+	1	Second Pass	Primary Assembly
Line:54	1	1	NW_022145594	NW_003577041.1	1	1	49458796	49458796	+	49458796	49458796	511346	511346	-	1	First Pass	Primary Assembly
Line:55	1	1	NW_022145594	NW_003577041.1	1	1	49658151	49658151	+	49658151	49658151	677607	677607	+	1	First Pass	Primary Assembly
Line:56	1	1	NW_022145594	NW_003578716.1	1	1	51570773	51570773	+	51570773	51570773	50076	50076	+	1	First Pass	Primary Assembly
Line:57	1	1	NW_022145595	NW_003578781.1	1	1	351202	351202	+	351202	351202	73180	73180	+	1	First Pass	Primary Assembly
Line:58	1	1	NW_022145595	NW_003578133.1	1	1	384717	384717	+	384717	384717	27368	27368	-	1	First Pass	Primary Assembly
Line:59	1	1	NW_022145595	NW_003577692.1	1	1	817652	817652	+	817652	817652	299337	299337	-	1	First Pass	Primary Assembly
Line:60	1	1	NW_022145595	NW_003577700.1	1	1	1463574	1463574	+	1463574	1463574	63693	63693	-	1	First Pass	Primary Assembly
Line:61	1	1	NW_022145595	NW_003577022.1	1	1	1738460	1738460	+	1738460	1738460	537163	537163	-	1	First Pass	Primary Assembly
Line:62	1	1	NW_022145595	NW_003577022.1	1	1	1752060	1752060	+	1752060	1752060	520577	520577	-	1	First Pass	Primary Assembly
Line:63	1	1	NW_022145595	NW_003577022.1	1	1	1827862	1827862	+	1827862	1827862	443517	443517	-	1	First Pass	Primary Assembly
Line:64	1	1	NW_022145595	NW_003577022.1	1	1	2033721	2033721	+	2033721	2033721	261286	261286	-	1	First Pass	Primary Assembly
Line:65	1	1	NW_022145595	NW_003577063.1	1	1	3119824	3119824	+	3119824	3119824	308807	308807	-	1	First Pass	Primary Assembly
Line:66	1	1	NW_022145595	NW_003577063.1	1	1	3145204	3145204	+	3145204	3145204	284298	284298	-	1	First Pass	Primary Assembly
Line:67	1	1	NW_022145595	NW_003577063.1	1	1	3150239	3150239	+	3150239	3150239	279169	279169	-	1	First Pass	Primary Assembly
Line:68	1	1	NW_022145595	NW_003577914.1	1	1	3424132	3424132	+	3424132	3424132	139462	139462	+	1	First Pass	Primary Assembly
Line:69	1	1	NW_022145595	NW_003578039.1	1	1	4088169	4088169	+	4088169	4088169	50437	50437	-	1	First Pass	Primary Assembly
Line:70	1	1	NW_022145595	NW_003577299.1	1	1	4362970	4362970	+	4362970	4362970	2922	2922	-	1	First Pass	Primary Assembly
Line:71	1	1	NW_022145595	NW_003577299.1	1	1	4364126	4364126	+	4364126	4364126	1766	1766	-	1	First Pass	Primary Assembly
Line:72	1	1	NW_022145595	NW_003577446.1	1	1	4368846	4368846	+	4368846	4368846	325524	325524	+	1	First Pass	Primary Assembly
Line:73	1	1	NW_022145595	NW_003577446.1	1	1	4371837	4371837	+	4371837	4371837	328516	328516	+	1	First Pass	Primary Assembly
Line:74	1	1	NW_022145595	NW_003577446.1	1	1	4483839	4483839	+	4483839	4483839	446756	446756	+	1	First Pass	Primary Assembly
Line:75	1	1	NW_022145595	NW_003579143.1	1	1	4943000	4943000	+	4943000	4943000	48904	48904	-	1	First Pass	Primary Assembly
Line:76	1	1	NW_022145595	NW_003579143.1	1	1	4943758	4943758	+	4943758	4943758	48146	48146	-	1	First Pass	Primary Assembly
Line:77	1	1	NW_022145595	NW_003577125.1	1	1	5746602	5746602	+	5746602	5746602	578665	578665	-	1	First Pass	Primary Assembly
Line:78	1	1	NW_022145595	NW_003577708.1	1	1	5939765	5939765	+	5939765	5939765	304288	304288	-	1	First Pass	Primary Assembly
Line:79	1	1	NW_022145595	NW_003577235.1	1	1	8603968	8603968	+	8603968	8603968	445007	445007	-	1	First Pass	Primary Assembly
Line:80	1	1	NW_022145595	NW_003576982.1	1	1	9024547	9024547	+	9024547	9024547	1075099	1075099	-	1	First Pass	Primary Assembly
Line:81	1	1	NW_022145595	NW_003576982.1	1	1	9068275	9068275	+	9068275	9068275	1032493	1032493	-	1	First Pass	Primary Assembly
Line:82	1	1	NW_022145595	NW_003576982.1	1	1	9180714	9180714	+	9180714	9180714	916644	916644	-	1	First Pass	Primary Assembly
Line:83	1	1	NW_022145595	NW_003576982.1	1	1	9181378	9181378	+	9181378	9181378	915980	915980	-	1	First Pass	Primary Assembly
Line:84	1	1	NW_022145595	NW_003578011.1	1	1	11696279	11696279	+	11696279	11696279	70483	70483	-	1	First Pass	Primary Assembly
Line:85	1	1	NW_022145595	NW_003581661.1	1	1	11843823	11843823	+	11843823	11843823	20279	20279	+	1	First Pass	Primary Assembly
Line:86	1	1	NW_022145595	NW_003581661.1	1	1	11916285	11916285	+	11916285	11916285	92696	92696	+	1	First Pass	Primary Assembly
Line:87	1	1	NW_022145595	NW_003581661.1	1	1	11916807	11916807	+	11916807	11916807	93218	93218	+	1	First Pass	Primary Assembly
Line:88	1	1	NW_022145595	NW_003579494.1	1	1	12982866	12982866	+	12982866	12982866	17388	17388	-	1	First Pass	Primary Assembly
Line:89	1	1	NW_022145595	NW_003578991.1	1	1	13103294	13103294	+	13103294	13103294	76289	76289	+	1	First Pass	Primary Assembly
Line:90	1	1	NW_022145595	NW_003579531.1	1	1	13219172	13219172	+	13219172	13219172	13618	13618	+	1	First Pass	Primary Assembly
Line:91	1	1	NW_022145595	NW_003577064.1	1	1	13521330	13521330	+	13521330	13521330	735601	735601	-	1	First Pass	Primary Assembly
Line:92	1	1	NW_022145595	NW_003577064.1	1	1	13527962	13527962	+	13527962	13527962	728967	728967	-	1	First Pass	Primary Assembly
Line:93	1	1	NW_022145595	NW_003577064.1	1	1	13648524	13648524	+	13648524	13648524	581630	581630	-	1	First Pass	Primary Assembly
Line:94	1	1	NW_022145595	NW_003577064.1	1	1	13649746	13649746	+	13649746	13649746	580392	580392	-	1	First Pass	Primary Assembly
Line:95	1	1	NW_022145595	NW_003577064.1	1	1	14110316	14110316	+	14110316	14110316	81756	81756	-	1	First Pass	Primary Assembly
Line:96	1	1	NW_022145595	NW_003577064.1	1	1	14111169	14111169	+	14111169	14111169	80903	80903	-	1	First Pass	Primary Assembly
Line:97	1	1	NW_022145595	NW_003576976.1	1	1	14649035	14649035	+	14649035	14649035	767417	767417	-	1	First Pass	Primary Assembly
Line:98	1	1	NW_022145595	NW_003576976.1	1	1	14649496	14649496	+	14649496	14649496	766956	766956	-	1	First Pass	Primary Assembly
Line:99	1	1	NW_022145595	NW_003580616.1	1	1	15495616	15495616	+	15495616	15495616	37879	37879	+	1	Second Pass	Primary Assembly
Line:99	1	2	NW_022145595	NW_003577220.1	1	1	15495616	15495616	+	15495616	15495616	320505	320505	+	1	First Pass	Primary Assembly
Line:100	1	1	NW_022145595	NW_003577220.1	1	1	15513516	15513516	+	15513516	15513516	357145	357145	+	1	First Pass	Primary Assembly
Line:101	1	1	NW_022145595	NW_003577886.1	1	1	15569408	15569408	+	15569408	15569408	149824	149824	-	1	First Pass	Primary Assembly
Line:102	1	NULL	NW_022145595	NULL	1	NULL	15610461	15610461	+	NOMAP	ALIGNGAP						
Line:103	1	1	NW_022145595	NW_003577886.1	1	1	15612338	15612338	+	15612338	15612338	106549	106549	-	1	First Pass	Primary Assembly
Line:104	1	1	NW_022145595	NW_003577886.1	1	1	15623798	15623798	+	15623798	15623798	95528	95528	-	1	First Pass	Primary Assembly
Line:105	1	1	NW_022145595	NW_003577098.1	1	1	16482243	16482243	+	16482243	16482243	87571	87571	+	1	First Pass	Primary Assembly
Line:106	1	1	NW_022145595	NW_003577098.1	1	1	16570683	16570683	+	16570683	16570683	185851	185851	+	1	First Pass	Primary Assembly
Line:107	1	1	NW_022145595	NW_003577098.1	1	1	16853534	16853534	+	16853534	16853534	472834	472834	+	1	First Pass	Primary Assembly
Line:108	1	1	NW_022145595	NW_003577477.1	1	1	17155243	17155243	+	17155243	17155243	394586	394586	-	1	First Pass	Primary Assembly
Line:109	1	1	NW_022145595	NW_003577477.1	1	1	17155263	17155263	+	17155263	17155263	394566	394566	-	1	First Pass	Primary Assembly
Line:110	1	1	NW_022145595	NW_003577477.1	1	1	17282024	17282024	+	17282024	17282024	258055	258055	-	1	First Pass	Primary Assembly
Line:111	1	1	NW_022145595	NW_003594354.1	1	1	17347604	17347604	+	17347604	17347604	3549	3549	+	1	First Pass	Primary Assembly
Line:111	1	2	NW_022145595	NW_003581932.1	1	1	17347604	17347604	+	17347604	17347604	66416	66416	-	1	Second Pass	Primary Assembly
Line:112	1	1	NW_022145595	NW_003577477.1	1	1	18082591	18082591	+	18082591	18082591	66368	66368	-	1	First Pass	Primary Assembly
Line:113	1	1	NW_022145595	NW_003577300.1	1	1	19149210	19149210	+	19149210	19149210	218116	218116	-	1	First Pass	Primary Assembly
Line:114	1	1	NW_022145595	NW_003579198.1	1	1	19210121	19210121	+	19210121	19210121	76739	76739	-	1	First Pass	Primary Assembly
Line:115	1	1	NW_022145595	NW_003579198.1	1	1	19239965	19239965	+	19239965	19239965	48703	48703	-	1	First Pass	Primary Assembly
Line:116	1	1	NW_022145595	NW_003577946.1	1	1	19504724	19504724	+	19504724	19504724	331002	331002	-	1	First Pass	Primary Assembly
Line:117	1	1	NW_022145595	NW_003577734.1	1	1	19902724	19902724	+	19902724	19902724	43872	43872	-	1	First Pass	Primary Assembly
Line:118	1	1	NW_022145595	NW_003579844.1	1	1	22473258	22473258	+	22473258	22473258	32289	32289	+	1	Second Pass	Primary Assembly
Line:118	1	2	NW_022145595	NW_003579844.1	1	1	22473258	22473258	+	22473258	22473258	27211	27211	+	1	First Pass	Primary Assembly
Line:118	1	3	NW_022145595	NW_003577438.1	1	1	22473258	22473258	+	22473258	22473258	126221	126221	-	1	Second Pass	Primary Assembly
Line:119	1	1	NW_022145595	NW_003577743.1	1	1	22659163	22659163	+	22659163	22659163	27072	27072	+	1	First Pass	Primary Assembly
Line:120	1	NULL	NW_022145595	NULL	1	NULL	22940500	22940500	+	NOMAP	ALIGNGAP						
Line:121	1	1	NW_022145595	NW_003578464.1	1	1	23867237	23867237	+	23867237	23867237	60714	60714	+	1	First Pass	Primary Assembly
Line:122	1	1	NW_022145595	NW_003577240.1	1	1	24472929	24472929	+	24472929	24472929	697904	697904	-	1	First Pass	Primary Assembly
Line:123	1	1	NW_022145595	NW_003577254.1	1	1	24726894	24726894	+	24726894	24726894	232628	232628	+	1	Second Pass	Primary Assembly
Line:123	1	2	NW_022145595	NW_003577254.1	1	1	24726894	24726894	+	24726894	24726894	239854	239854	-	1	First Pass	Primary Assembly
Line:124	1	1	NW_022145595	NW_003577254.1	1	1	24756021	24756021	+	24756021	24756021	270133	270133	+	1	First Pass	Primary Assembly
Line:125	1	1	NW_022145595	NW_003577234.1	1	1	25157730	25157730	+	25157730	25157730	35169	35169	+	1	First Pass	Primary Assembly
Line:126	1	1	NW_022145595	NW_003579297.1	1	1	25333054	25333054	+	25333054	25333054	75341	75341	+	1	First Pass	Primary Assembly
Line:127	1	1	NW_022145595	NW_003577234.1	1	1	25483380	25483380	+	25483380	25483380	344432	344432	+	1	First Pass	Primary Assembly
Line:128	1	1	NW_022145595	NW_003577234.1	1	1	25496394	25496394	+	25496394	25496394	357462	357462	+	1	First Pass	Primary Assembly
Line:129	1	1	NW_022145595	NW_003579751.1	1	1	25557834	25557834	+	25557834	25557834	94894	94894	-	1	First Pass	Primary Assembly
Line:130	1	1	NW_022145595	NW_003578283.1	1	1	26308878	26308878	+	26308878	26308878	12724	12724	+	1	First Pass	Primary Assembly
Line:131	1	1	NW_022145595	NW_003577195.1	1	1	26785205	26785205	+	26785205	26785205	369770	369770	-	1	First Pass	Primary Assembly
Line:132	1	1	NW_022145595	NW_003577195.1	1	1	26984606	26984606	+	26984606	26984606	163283	163283	-	1	First Pass	Primary Assembly
Line:133	1	1	NW_022145595	NW_003577470.1	1	1	27501516	27501516	+	27501516	27501516	317618	317618	+	1	First Pass	Primary Assembly
Line:134	1	1	NW_022145595	NW_003577470.1	1	1	27529431	27529431	+	27529431	27529431	342725	342725	+	1	First Pass	Primary Assembly
Line:135	1	1	NW_022145595	NW_003577980.1	1	1	27638812	27638812	+	27638812	27638812	28527	28527	+	1	First Pass	Primary Assembly
Line:136	1	1	NW_022145595	NW_003577464.1	1	1	28371844	28371844	+	28371844	28371844	358909	358909	+	1	First Pass	Primary Assembly
Line:137	1	1	NW_022145595	NW_003577464.1	1	1	28380694	28380694	+	28380694	28380694	364824	364824	+	1	First Pass	Primary Assembly
Line:138	1	1	NW_022145595	NW_003577427.1	1	1	28641999	28641999	+	28641999	28641999	224988	224988	+	1	First Pass	Primary Assembly
Line:139	1	1	NW_022145595	NW_003577427.1	1	1	28650673	28650673	+	28650673	28650673	232431	232431	+	1	First Pass	Primary Assembly
Line:140	1	1	NW_022145595	NW_003577055.1	1	1	29529998	29529998	+	29529998	29529998	133476	133476	+	1	First Pass	Primary Assembly
Line:141	1	1	NW_022145595	NW_003577055.1	1	1	29530211	29530211	+	29530211	29530211	133690	133690	+	1	First Pass	Primary Assembly
Line:142	1	1	NW_022145595	NW_003577055.1	1	1	29530776	29530776	+	29530776	29530776	134255	134255	+	1	First Pass	Primary Assembly
Line:143	1	1	NW_022145595	NW_003577055.1	1	1	29530826	29530826	+	29530826	29530826	134305	134305	+	1	First Pass	Primary Assembly
Line:144	1	1	NW_022145595	NW_003579052.1	1	1	29952006	29952006	+	29952006	29952006	56813	56813	-	1	First Pass	Primary Assembly
Line:145	1	1	NW_022145596	NW_003578078.1	1	1	41302	41302	+	41302	41302	15461	15461	+	1	First Pass	Primary Assembly
Line:146	1	1	NW_022145596	NW_003577255.1	1	1	326705	326705	+	326705	326705	350554	350554	-	1	First Pass	Primary Assembly
Line:147	1	1	NW_022145596	NW_003577255.1	1	1	330178	330178	+	330178	330178	347073	347073	-	1	First Pass	Primary Assembly
Line:148	1	1	NW_022145596	NW_003578272.1	1	1	830272	830272	+	830272	830272	40485	40485	+	1	First Pass	Primary Assembly
Line:149	1	1	NW_022145596	NW_003578272.1	1	1	836353	836353	+	836353	836353	46932	46932	+	1	First Pass	Primary Assembly
Line:150	1	1	NW_022145596	NW_003576999.1	1	1	1390216	1390216	+	1390216	1390216	663134	663134	-	1	First Pass	Primary Assembly
Line:151	1	1	NW_022145596	NW_003576999.1	1	1	1632757	1632757	+	1632757	1632757	415071	415071	-	1	First Pass	Primary Assembly
Line:152	1	1	NW_022145596	NW_003580807.1	1	1	2158068	2158068	+	2158068	2158068	19411	19411	+	1	First Pass	Primary Assembly
Line:152	1	2	NW_022145596	NW_003577051.1	1	1	2158068	2158068	+	2158068	2158068	892269	892269	-	1	Second Pass	Primary Assembly
Line:153	1	1	NW_022145596	NW_003577051.1	1	1	2694384	2694384	+	2694384	2694384	335230	335230	-	1	First Pass	Primary Assembly
Line:154	1	1	NW_022145596	NW_003577051.1	1	1	2733102	2733102	+	2733102	2733102	290149	290149	-	1	First Pass	Primary Assembly
Line:155	1	1	NW_022145596	NW_003577768.1	1	1	3172732	3172732	+	3172732	3172732	153144	153144	-	1	First Pass	Primary Assembly
Line:156	1	1	NW_022145596	NW_003576964.1	1	1	7472805	7472805	+	7472805	7472805	1119909	1119909	+	1	Second Pass	Primary Assembly
Line:157	1	1	NW_022145596	NW_003579598.1	1	1	8523851	8523851	+	8523851	8523851	178367	178367	+	1	First Pass	Primary Assembly
Line:158	1	1	NW_022145596	NW_003579598.1	1	1	8647923	8647923	+	8647923	8647923	301405	301405	+	1	First Pass	Primary Assembly
Line:159	1	1	NW_022145596	NW_003577204.1	1	1	8898124	8898124	+	8898124	8898124	459132	459132	+	1	First Pass	Primary Assembly
Line:160	1	1	NW_022145596	NW_003577204.1	1	1	9313893	9313893	+	9313893	9313893	858934	858934	+	1	First Pass	Primary Assembly
Line:161	1	1	NW_022145596	NW_003577204.1	1	1	9367830	9367830	+	9367830	9367830	910779	910779	+	1	First Pass	Primary Assembly
Line:162	1	1	NW_022145596	NW_003577762.1	1	1	9757015	9757015	+	9757015	9757015	228130	228130	+	1	First Pass	Primary Assembly
Line:163	1	1	NW_022145596	NW_003577135.1	1	1	9988631	9988631	+	9988631	9988631	4841	4841	+	1	First Pass	Primary Assembly
Line:164	1	1	NW_022145596	NW_003577092.1	1	1	11133756	11133756	+	11133756	11133756	291315	291315	-	1	First Pass	Primary Assembly
Line:165	1	1	NW_022145596	NW_003577092.1	1	1	11136257	11136257	+	11136257	11136257	288999	288999	-	1	First Pass	Primary Assembly
Line:166	1	1	NW_022145596	NW_003577092.1	1	1	11173954	11173954	+	11173954	11173954	253100	253100	-	1	First Pass	Primary Assembly
Line:167	1	1	NW_022145596	NW_003577092.1	1	1	11179650	11179650	+	11179650	11179650	247410	247410	-	1	First Pass	Primary Assembly
Line:168	1	1	NW_022145596	NW_003577092.1	1	1	11179788	11179788	+	11179788	11179788	247271	247271	-	1	First Pass	Primary Assembly
Line:169	1	1	NW_022145596	NW_003577092.1	1	1	11179796	11179796	+	11179796	11179796	247263	247263	-	1	First Pass	Primary Assembly
Line:170	1	1	NW_022145596	NW_003577092.1	1	1	11179901	11179901	+	11179901	11179901	247158	247158	-	1	First Pass	Primary Assembly
Line:171	1	1	NW_022145596	NW_003577092.1	1	1	11180102	11180102	+	11180102	11180102	246957	246957	-	1	First Pass	Primary Assembly
Line:172	1	1	NW_022145596	NW_003577092.1	1	1	11246475	11246475	+	11246475	11246475	183026	183026	-	1	First Pass	Primary Assembly
Line:173	1	1	NW_022145596	NW_003577092.1	1	1	11279573	11279573	+	11279573	11279573	145988	145988	-	1	First Pass	Primary Assembly
Line:174	1	1	NW_022145596	NW_003577092.1	1	1	11281565	11281565	+	11281565	11281565	143977	143977	-	1	First Pass	Primary Assembly
Line:175	1	1	NW_022145596	NW_003579651.1	1	1	11509240	11509240	+	11509240	11509240	10135	10135	-	1	First Pass	Primary Assembly
Line:176	1	1	NW_022145596	NW_003579651.1	1	1	11514138	11514138	+	11514138	11514138	4737	4737	-	1	First Pass	Primary Assembly
Line:177	1	1	NW_022145596	NW_003578131.1	1	1	11578095	11578095	+	11578095	11578095	38566	38566	+	1	First Pass	Primary Assembly
Line:178	1	1	NW_022145596	NW_003578131.1	1	1	11598097	11598097	+	11598097	11598097	58568	58568	+	1	First Pass	Primary Assembly
Line:179	1	1	NW_022145596	NW_003578131.1	1	1	11696684	11696684	+	11696684	11696684	171730	171730	+	1	First Pass	Primary Assembly
Line:180	1	1	NW_022145596	NW_003578131.1	1	1	11722089	11722089	+	11722089	11722089	198811	198811	+	1	First Pass	Primary Assembly
Line:181	1	1	NW_022145596	NW_003577083.1	1	1	12342634	12342634	+	12342634	12342634	232527	232527	+	1	First Pass	Primary Assembly
Line:182	1	1	NW_022145596	NW_003581676.1	1	1	12499342	12499342	+	12499342	12499342	31563	31563	+	1	First Pass	Primary Assembly
Line:182	1	2	NW_022145596	NW_003577083.1	1	1	12499342	12499342	+	12499342	12499342	407712	407712	+	1	Second Pass	Primary Assembly
Line:183	1	1	NW_022145596	NW_003577083.1	1	1	13024123	13024123	+	13024123	13024123	949912	949912	+	1	First Pass	Primary Assembly
Line:184	1	1	NW_022145596	NW_003577083.1	1	1	13040014	13040014	+	13040014	13040014	965793	965793	+	1	First Pass	Primary Assembly
Line:185	1	1	NW_022145596	NW_003577443.1	1	1	13574483	13574483	+	13574483	13574483	154204	154204	+	1	First Pass	Primary Assembly
Line:186	1	1	NW_022145596	NW_003577144.1	1	1	13673128	13673128	+	13673128	13673128	369363	369363	+	1	First Pass	Primary Assembly
Line:187	1	1	NW_022145596	NW_003578601.1	1	1	14455947	14455947	+	14455947	14455947	280890	280890	-	1	First Pass	Primary Assembly
