,chr,start,stop
140,Scaffold1002,81001.0,81250.0
141,Scaffold1002,98397.0,98518.0
142,Scaffold1002,103802.0,103949.0
143,Scaffold1002,295707.0,295831.0
144,Scaffold1002,313900.0,314292.0
145,Scaffold1003,23973.0,24363.0
146,Scaffold1003,27632.0,27889.0
147,Scaffold1003,35062.0,35376.0
148,Scaffold1003,72583.0,72840.0
149,Scaffold1003,320528.0,320643.0
150,Scaffold1004,29522.0,29915.0
151,Scaffold1004,125210.0,125694.0
152,Scaffold1004,185324.0,185618.0
153,Scaffold1004,212896.0,213230.0
154,Scaffold1004,227783.0,228100.0
155,Scaffold1005,31775.0,31899.0
156,Scaffold1005,181407.0,181704.0
157,Scaffold1006,44997.0,45149.0
158,Scaffold1006,73953.0,74071.0
159,Scaffold1006,93664.0,94621.0
160,Scaffold1007,76452.0,76855.0
161,Scaffold1007,76864.0,77336.0
162,Scaffold1007,78641.0,78982.0
163,Scaffold1007,86055.0,86517.0
164,Scaffold1007,88536.0,88922.0
165,Scaffold1007,130308.0,130463.0
166,Scaffold1008,17005.0,17131.0
167,Scaffold1008,77195.0,77905.0
168,Scaffold1008,84091.0,84252.0
169,Scaffold1008,87452.0,88171.0
170,Scaffold1008,95259.0,95654.0
171,Scaffold1008,95847.0,96075.0
172,Scaffold1008,97226.0,97481.0
173,Scaffold1008,97632.0,98222.0
174,Scaffold1008,110582.0,110783.0
175,Scaffold1008,142840.0,143102.0
176,Scaffold1008,194379.0,194664.0
177,Scaffold1009,36018.0,36407.0
178,Scaffold1009,103836.0,104287.0
179,Scaffold101,9536.0,9806.0
180,Scaffold101,14187.0,14585.0
181,Scaffold101,115695.0,116058.0
182,Scaffold101,157671.0,157756.0
183,Scaffold101,233043.0,233239.0
184,Scaffold101,239996.0,240391.0
185,Scaffold101,242116.0,242358.0
186,Scaffold101,265231.0,265590.0
187,Scaffold101,343915.0,344292.0
188,Scaffold101,377053.0,377078.0
189,Scaffold101,378771.0,379413.0
190,Scaffold101,526885.0,527603.0
191,Scaffold101,557008.0,557158.0
192,Scaffold101,584713.0,584943.0
193,Scaffold101,677961.0,678163.0
194,Scaffold101,687048.0,687432.0
195,Scaffold101,690302.0,690653.0
196,Scaffold101,705062.0,705415.0
197,Scaffold101,748278.0,748389.0
198,Scaffold101,785930.0,786029.0
199,Scaffold1010,138785.0,139243.0
200,Scaffold1010,139652.0,140025.0
201,Scaffold1010,147075.0,147349.0
202,Scaffold1010,187446.0,187757.0
203,Scaffold1010,262398.0,262767.0
204,Scaffold1010,263086.0,263416.0
205,Scaffold1011,20582.0,20972.0
206,Scaffold1011,25853.0,25903.0
207,Scaffold1011,42748.0,43050.0
208,Scaffold1011,91629.0,91940.0
209,Scaffold1011,106848.0,107257.0
210,Scaffold1012,1777.0,2405.0
211,Scaffold1012,4115.0,4532.0
212,Scaffold1012,20321.0,20552.0
213,Scaffold1012,58224.0,58466.0
214,Scaffold1012,106617.0,106820.0
215,Scaffold1012,143713.0,143749.0
216,Scaffold1012,157953.0,158361.0
217,Scaffold1012,229642.0,229864.0
218,Scaffold1013,117384.0,117728.0
219,Scaffold1013,118080.0,118346.0
220,Scaffold1013,134060.0,134536.0
221,Scaffold1013,173926.0,173934.0
222,Scaffold1013,199050.0,199270.0
223,Scaffold1014,128086.0,128402.0
224,Scaffold1015,55517.0,55818.0
225,Scaffold1015,81440.0,81824.0
226,Scaffold1015,335573.0,336271.0
227,Scaffold1015,350984.0,351293.0
228,Scaffold1015,369288.0,369663.0
229,Scaffold1015,382373.0,382747.0
230,Scaffold1015,389127.0,389473.0
231,Scaffold1015,390081.0,390104.0
232,Scaffold1015,391021.0,391172.0
233,Scaffold1015,392022.0,392281.0
234,Scaffold1015,392627.0,392855.0
235,Scaffold1015,399951.0,400121.0
236,Scaffold1016,89117.0,89480.0
237,Scaffold1016,106598.0,106658.0
238,Scaffold1019,28116.0,28197.0
239,Scaffold1019,65802.0,65909.0
240,Scaffold1019,90692.0,90798.0
241,Scaffold1019,173730.0,174118.0
242,Scaffold102,85691.0,85978.0
243,Scaffold102,144717.0,145075.0
244,Scaffold102,146650.0,147028.0
245,Scaffold102,148269.0,148693.0
246,Scaffold102,160247.0,160576.0
247,Scaffold102,171287.0,171661.0
248,Scaffold102,172328.0,172428.0
249,Scaffold102,185363.0,185565.0
250,Scaffold102,268752.0,268879.0
251,Scaffold102,273877.0,274214.0
252,Scaffold102,351149.0,351453.0
253,Scaffold1020,155077.0,155193.0
254,Scaffold1022,2042.0,2162.0
255,Scaffold1022,43847.0,43907.0
256,Scaffold1022,164876.0,164957.0
257,Scaffold1023,7487.0,7907.0
258,Scaffold1023,22914.0,23407.0
259,Scaffold1023,25250.0,25610.0
260,Scaffold1023,26283.0,27364.0
261,Scaffold1023,30373.0,30797.0
262,Scaffold1024,150887.0,151193.0
263,Scaffold1025,5278.0,5617.0
264,Scaffold1025,66280.0,66661.0
265,Scaffold1026,10280.0,10513.0
266,Scaffold1026,25403.0,25707.0
267,Scaffold1026,41731.0,41737.0
268,Scaffold1026,46925.0,47282.0
269,Scaffold1026,61771.0,62132.0
270,Scaffold1027,18919.0,19071.0
271,Scaffold1027,144192.0,144581.0
272,Scaffold1027,146002.0,146332.0
273,Scaffold1027,150289.0,150684.0
274,Scaffold1027,209142.0,209430.0
275,Scaffold1027,240510.0,240847.0
276,Scaffold1028,65619.0,66018.0
277,Scaffold1028,199690.0,200011.0
278,Scaffold1029,69672.0,69998.0
279,Scaffold1029,142080.0,142219.0
280,Scaffold1029,143185.0,143671.0
281,Scaffold1029,143901.0,144156.0
282,Scaffold1029,154150.0,154453.0
283,Scaffold1029,254429.0,254802.0
284,Scaffold1029,358303.0,358635.0
285,Scaffold1029,369815.0,369944.0
286,Scaffold1029,373944.0,374297.0
287,Scaffold1029,382584.0,382974.0
288,Scaffold1029,389928.0,390002.0
289,Scaffold1029,396080.0,396288.0
290,Scaffold103,182800.0,183083.0
291,Scaffold103,190166.0,190629.0
292,Scaffold103,255215.0,255640.0
293,Scaffold103,402219.0,402587.0
294,Scaffold103,735811.0,736181.0
295,Scaffold103,769884.0,770176.0
296,Scaffold103,780267.0,780657.0
297,Scaffold103,796775.0,797291.0
298,Scaffold103,841691.0,842067.0
299,Scaffold103,886697.0,887104.0
300,Scaffold103,889051.0,889352.0
301,Scaffold1030,64337.0,64669.0
302,Scaffold1030,65110.0,65744.0
303,Scaffold1030,67052.0,67317.0
304,Scaffold1030,73323.0,73461.0
305,Scaffold1030,73735.0,74114.0
306,Scaffold1030,75846.0,76234.0
307,Scaffold1030,79520.0,80173.0
308,Scaffold1030,94985.0,95370.0
309,Scaffold1030,97271.0,97833.0
310,Scaffold1030,97933.0,98282.0
311,Scaffold1030,104921.0,105246.0
312,Scaffold1030,105461.0,105602.0
313,Scaffold1030,106209.0,106558.0
314,Scaffold1030,106951.0,107278.0
315,Scaffold1030,108254.0,108629.0
316,Scaffold1030,112101.0,112454.0
317,Scaffold1030,286300.0,286734.0
318,Scaffold1030,299399.0,299610.0
319,Scaffold1030,313893.0,314522.0
320,Scaffold1030,316287.0,316879.0
321,Scaffold1030,317421.0,317916.0
322,Scaffold1030,319760.0,319999.0
323,Scaffold1030,375782.0,376053.0
324,Scaffold1031,17867.0,18175.0
325,Scaffold1031,101936.0,102122.0
326,Scaffold1031,123358.0,123516.0
327,Scaffold1031,349880.0,350029.0
328,Scaffold1032,10553.0,10901.0
329,Scaffold1033,83303.0,83468.0
330,Scaffold1034,8552.0,8767.0
331,Scaffold1034,74831.0,75181.0
332,Scaffold1035,250359.0,250432.0
333,Scaffold1035,270126.0,270462.0
334,Scaffold1036,88925.0,89171.0
335,Scaffold1036,90740.0,91095.0
336,Scaffold1036,148574.0,148600.0
337,Scaffold1036,153028.0,153349.0
338,Scaffold1037,30356.0,30577.0
339,Scaffold1037,34479.0,34809.0
340,Scaffold1037,42674.0,43040.0
341,Scaffold1037,107691.0,108169.0
342,Scaffold1037,146148.0,146265.0
343,Scaffold1038,15296.0,15441.0
344,Scaffold1038,70043.0,70349.0
345,Scaffold1038,75019.0,75402.0
346,Scaffold1038,77737.0,78297.0
347,Scaffold1038,80140.0,80519.0
348,Scaffold1038,82743.0,82874.0
349,Scaffold1038,116922.0,117265.0
350,Scaffold1038,127552.0,127974.0
351,Scaffold1038,221533.0,222071.0
352,Scaffold1038,271034.0,271196.0
353,Scaffold1038,279633.0,279665.0
354,Scaffold1039,5519.0,5864.0
355,Scaffold1039,8567.0,8713.0
356,Scaffold1039,29405.0,29626.0
357,Scaffold1039,146552.0,146719.0
358,Scaffold104,112118.0,112493.0
359,Scaffold104,147974.0,148097.0
360,Scaffold104,209715.0,210032.0
361,Scaffold104,309276.0,309294.0
362,Scaffold104,341651.0,341844.0
363,Scaffold104,360389.0,360465.0
364,Scaffold104,425083.0,425282.0
365,Scaffold104,468068.0,468437.0
366,Scaffold104,469075.0,469386.0
367,Scaffold104,588209.0,588568.0
368,Scaffold104,641848.0,642213.0
369,Scaffold104,643673.0,643832.0
370,Scaffold104,712073.0,712355.0
371,Scaffold104,726672.0,726851.0
372,Scaffold104,767110.0,767490.0
373,Scaffold104,809783.0,810308.0
374,Scaffold104,864876.0,865235.0
375,Scaffold104,892410.0,892747.0
376,Scaffold1040,37355.0,37881.0
377,Scaffold1040,121355.0,121755.0
378,Scaffold1040,182838.0,183141.0
379,Scaffold1041,70820.0,70901.0
380,Scaffold1041,82482.0,82770.0
381,Scaffold1041,84212.0,84384.0
382,Scaffold1041,103321.0,103686.0
383,Scaffold1041,104590.0,104674.0
384,Scaffold1041,142517.0,142943.0
385,Scaffold1042,44484.0,45317.0
386,Scaffold1042,45541.0,46172.0
387,Scaffold1042,46335.0,46602.0
388,Scaffold1042,50887.0,51264.0
389,Scaffold1042,52012.0,52688.0
390,Scaffold1042,55561.0,56223.0
391,Scaffold1042,56466.0,56920.0
392,Scaffold1042,57974.0,58662.0
393,Scaffold1042,58840.0,59205.0
394,Scaffold1042,59413.0,60077.0
395,Scaffold1042,62749.0,63016.0
396,Scaffold1042,66060.0,66620.0
397,Scaffold1042,69231.0,69560.0
398,Scaffold1043,57230.0,57657.0
399,Scaffold1043,59277.0,59603.0
400,Scaffold1043,244239.0,244530.0
401,Scaffold1043,245430.0,245714.0
402,Scaffold1043,258016.0,258178.0
403,Scaffold1044,99354.0,99524.0
404,Scaffold1044,214497.0,214873.0
405,Scaffold1045,65865.0,66462.0
406,Scaffold1045,70470.0,70831.0
407,Scaffold1045,74205.0,74655.0
408,Scaffold1045,97849.0,98167.0
409,Scaffold1045,98331.0,98829.0
410,Scaffold1045,120449.0,120850.0
411,Scaffold1046,19637.0,19909.0
412,Scaffold1046,171997.0,172397.0
413,Scaffold1046,172785.0,172932.0
414,Scaffold1046,190254.0,190397.0
415,Scaffold1046,190503.0,191002.0
416,Scaffold1046,282397.0,282518.0
417,Scaffold1047,83489.0,83880.0
418,Scaffold1047,117859.0,118053.0
419,Scaffold1047,200803.0,201058.0
420,Scaffold1047,201147.0,201639.0
421,Scaffold1047,246422.0,246686.0
422,Scaffold1047,262568.0,262600.0
423,Scaffold1047,315375.0,315757.0
424,Scaffold1048,61300.0,61541.0
425,Scaffold1048,68238.0,68388.0
426,Scaffold1048,70522.0,70974.0
427,Scaffold1048,75163.0,75207.0
428,Scaffold1049,142885.0,143348.0
429,Scaffold105,10991.0,11198.0
430,Scaffold105,15810.0,15948.0
431,Scaffold105,36697.0,36811.0
432,Scaffold105,129064.0,129230.0
433,Scaffold105,195350.0,195536.0
434,Scaffold105,257164.0,257486.0
435,Scaffold105,267527.0,267704.0
436,Scaffold105,341985.0,342319.0
437,Scaffold105,356985.0,357149.0
438,Scaffold105,478043.0,478374.0
439,Scaffold105,486863.0,487200.0
440,Scaffold105,487335.0,487594.0
441,Scaffold105,489633.0,490094.0
442,Scaffold105,490307.0,490889.0
443,Scaffold105,492197.0,492541.0
444,Scaffold105,494829.0,494962.0
445,Scaffold105,500554.0,500965.0
446,Scaffold105,501717.0,501853.0
447,Scaffold105,830344.0,830437.0
448,Scaffold1052,42819.0,43011.0
449,Scaffold1052,153735.0,154383.0
450,Scaffold1052,154978.0,155263.0
451,Scaffold1053,108182.0,108563.0
452,Scaffold1053,130133.0,130416.0
453,Scaffold1053,172158.0,172245.0
454,Scaffold1053,212592.0,212926.0
455,Scaffold1053,224797.0,225864.0
456,Scaffold1053,230424.0,230779.0
457,Scaffold1053,250338.0,250630.0
458,Scaffold1053,285676.0,285972.0
459,Scaffold1053,304598.0,304717.0
460,Scaffold1054,126413.0,126659.0
461,Scaffold1054,128355.0,128835.0
462,Scaffold1054,169696.0,169931.0
463,Scaffold1054,171322.0,171693.0
464,Scaffold1054,250881.0,251191.0
465,Scaffold1054,251592.0,251781.0
466,Scaffold1054,252824.0,253211.0
467,Scaffold1054,254737.0,255101.0
468,Scaffold1054,265551.0,266044.0
469,Scaffold1054,281322.0,281668.0
470,Scaffold1054,288008.0,288398.0
471,Scaffold1054,288881.0,289031.0
472,Scaffold1055,51176.0,51706.0
473,Scaffold1056,20326.0,20389.0
474,Scaffold1056,20725.0,21093.0
475,Scaffold1056,24226.0,24567.0
476,Scaffold1056,28363.0,28466.0
477,Scaffold1056,30313.0,30690.0
478,Scaffold1056,42926.0,43274.0
479,Scaffold1056,119823.0,120087.0
480,Scaffold1057,4189.0,4670.0
481,Scaffold1057,45758.0,46016.0
482,Scaffold1057,83124.0,83294.0
483,Scaffold1058,129661.0,129885.0
484,Scaffold1058,159666.0,159924.0
485,Scaffold1058,193206.0,193567.0
486,Scaffold1058,206164.0,206444.0
487,Scaffold1058,209757.0,210157.0
488,Scaffold1058,216242.0,216740.0
489,Scaffold1058,255873.0,256072.0
490,Scaffold1058,260713.0,261039.0
491,Scaffold1058,267417.0,267776.0
492,Scaffold1058,278731.0,279171.0
493,Scaffold1058,363173.0,363245.0
494,Scaffold1058,366190.0,366539.0
495,Scaffold1058,367868.0,368416.0
496,Scaffold1058,370737.0,371197.0
497,Scaffold106,23222.0,23407.0
498,Scaffold106,74642.0,75193.0
499,Scaffold106,100586.0,100880.0
500,Scaffold106,102888.0,103194.0
501,Scaffold106,233900.0,234183.0
502,Scaffold106,235309.0,235606.0
503,Scaffold106,265887.0,266291.0
504,Scaffold106,270749.0,271143.0
505,Scaffold106,290535.0,290781.0
506,Scaffold106,296977.0,297313.0
507,Scaffold106,300647.0,300940.0
508,Scaffold106,304223.0,304563.0
509,Scaffold106,307534.0,307916.0
510,Scaffold106,442693.0,442718.0
511,Scaffold106,573054.0,573241.0
512,Scaffold106,576832.0,577016.0
513,Scaffold106,605058.0,605124.0
514,Scaffold106,607820.0,608327.0
515,Scaffold106,619758.0,620147.0
516,Scaffold106,622608.0,622708.0
517,Scaffold106,623755.0,624012.0
518,Scaffold106,669282.0,669775.0
519,Scaffold106,671209.0,671514.0
520,Scaffold106,673280.0,673749.0
521,Scaffold106,674008.0,674549.0
522,Scaffold106,675498.0,675682.0
523,Scaffold106,675917.0,676531.0
524,Scaffold106,796861.0,797113.0
525,Scaffold106,810608.0,811003.0
526,Scaffold106,859592.0,859787.0
527,Scaffold1060,41749.0,42207.0
528,Scaffold1060,43231.0,43441.0
529,Scaffold1060,43765.0,44126.0
530,Scaffold1060,53352.0,53417.0
531,Scaffold1060,95891.0,96101.0
532,Scaffold1060,293801.0,294170.0
533,Scaffold1060,318216.0,318607.0
534,Scaffold1060,354473.0,354742.0
535,Scaffold1060,455640.0,456041.0
536,Scaffold1061,16713.0,17067.0
537,Scaffold1061,53812.0,54033.0
538,Scaffold1061,95269.0,95840.0
539,Scaffold1061,241073.0,241341.0
540,Scaffold1062,73720.0,73904.0
541,Scaffold1062,224462.0,224827.0
542,Scaffold1062,229397.0,229798.0
543,Scaffold1062,291650.0,291775.0
544,Scaffold1063,27491.0,27549.0
545,Scaffold1063,69027.0,69143.0
546,Scaffold1063,72321.0,72459.0
547,Scaffold1063,89594.0,90537.0
548,Scaffold1063,94914.0,96602.0
549,Scaffold1063,113530.0,113908.0
550,Scaffold1063,193782.0,193839.0
551,Scaffold1063,198458.0,198787.0
552,Scaffold1063,214102.0,214179.0
553,Scaffold1063,316601.0,317306.0
554,Scaffold1063,319372.0,319874.0
555,Scaffold1063,321129.0,321414.0
556,Scaffold1063,347754.0,347841.0
557,Scaffold1063,362896.0,363101.0
558,Scaffold1063,371390.0,371777.0
559,Scaffold1063,396613.0,397171.0
560,Scaffold1063,461055.0,461198.0
561,Scaffold1063,461391.0,461648.0
562,Scaffold1063,462194.0,462295.0
563,Scaffold1063,463548.0,463884.0
564,Scaffold1063,480251.0,480489.0
565,Scaffold1063,500649.0,501035.0
566,Scaffold1063,502309.0,502759.0
567,Scaffold1063,533124.0,533245.0
568,Scaffold1063,534382.0,534818.0
569,Scaffold1063,535301.0,535580.0
570,Scaffold1064,33993.0,34415.0
571,Scaffold1064,39182.0,39556.0
572,Scaffold1064,121565.0,121792.0
573,Scaffold1064,123441.0,123679.0
574,Scaffold1064,127890.0,128274.0
575,Scaffold1064,129269.0,129629.0
576,Scaffold1064,176582.0,176976.0
577,Scaffold1065,22738.0,22891.0
578,Scaffold1065,179996.0,180012.0
579,Scaffold1066,92841.0,92883.0
580,Scaffold1066,113934.0,114270.0
581,Scaffold1066,115186.0,115569.0
582,Scaffold1066,120161.0,120516.0
583,Scaffold1066,121397.0,121622.0
584,Scaffold1066,126382.0,126452.0
585,Scaffold1066,153566.0,153793.0
586,Scaffold1066,162925.0,162971.0
587,Scaffold1067,29518.0,29754.0
588,Scaffold1067,40101.0,40322.0
589,Scaffold1067,41850.0,42081.0
590,Scaffold1067,66011.0,66334.0
591,Scaffold1067,69210.0,69627.0
592,Scaffold1067,70709.0,71073.0
593,Scaffold1067,82443.0,82739.0
594,Scaffold1067,93987.0,94371.0
595,Scaffold1067,266075.0,266407.0
596,Scaffold1068,127086.0,127187.0
597,Scaffold1069,25611.0,25980.0
598,Scaffold107,7347.0,7651.0
599,Scaffold107,30224.0,30573.0
600,Scaffold107,81428.0,81559.0
601,Scaffold107,181472.0,181722.0
602,Scaffold107,260558.0,260788.0
603,Scaffold107,281117.0,281308.0
604,Scaffold107,281843.0,281868.0
605,Scaffold107,286298.0,286502.0
606,Scaffold107,303922.0,304745.0
607,Scaffold107,342259.0,342857.0
608,Scaffold107,343642.0,344048.0
609,Scaffold107,347966.0,348356.0
610,Scaffold107,350542.0,350909.0
611,Scaffold107,351912.0,352003.0
612,Scaffold107,359913.0,360261.0
613,Scaffold107,367402.0,367767.0
614,Scaffold107,447343.0,447442.0
615,Scaffold107,464936.0,465203.0
616,Scaffold107,578296.0,578650.0
617,Scaffold107,728488.0,728830.0
618,Scaffold107,749537.0,749845.0
619,Scaffold107,750221.0,750632.0
620,Scaffold107,757671.0,758051.0
621,Scaffold107,759201.0,759415.0
622,Scaffold107,799544.0,799954.0
623,Scaffold107,887755.0,887986.0
624,Scaffold107,938360.0,938725.0
625,Scaffold1070,10060.0,10362.0
626,Scaffold1070,91085.0,91154.0
627,Scaffold1070,93185.0,93533.0
628,Scaffold1071,94678.0,94777.0
629,Scaffold1072,8252.0,8652.0
630,Scaffold1072,37531.0,37578.0
631,Scaffold1072,52809.0,52928.0
632,Scaffold1072,70505.0,70889.0
633,Scaffold1072,71516.0,71864.0
634,Scaffold1072,86849.0,87396.0
635,Scaffold1072,104820.0,105204.0
636,Scaffold1072,178218.0,178608.0
637,Scaffold1072,213403.0,213506.0
638,Scaffold1072,278162.0,278419.0
639,Scaffold1072,303920.0,304015.0
640,Scaffold1072,314222.0,314436.0
641,Scaffold1073,48705.0,48796.0
642,Scaffold1073,54738.0,55175.0
643,Scaffold1073,55583.0,56081.0
644,Scaffold1073,56933.0,57850.0
645,Scaffold1073,90784.0,90949.0
646,Scaffold1073,142399.0,142784.0
647,Scaffold1073,145528.0,145820.0
648,Scaffold1073,155595.0,156006.0
649,Scaffold10737,1023.0,1265.0
650,Scaffold1074,95123.0,95433.0
651,Scaffold1074,123497.0,123860.0
652,Scaffold1074,137001.0,137345.0
653,Scaffold1074,140281.0,140781.0
654,Scaffold1074,155155.0,155499.0
655,Scaffold1074,162266.0,162784.0
656,Scaffold1074,187167.0,187260.0
657,Scaffold1074,197247.0,197571.0
658,Scaffold1074,370579.0,370770.0
659,Scaffold1075,42512.0,42651.0
660,Scaffold1075,58319.0,58597.0
661,Scaffold1075,122233.0,122527.0
662,Scaffold1075,130826.0,131178.0
663,Scaffold1076,6235.0,6523.0
664,Scaffold1076,39813.0,40070.0
665,Scaffold1076,54668.0,55047.0
666,Scaffold1076,62490.0,62886.0
667,Scaffold10768,662.0,922.0
668,Scaffold1078,109967.0,110198.0
669,Scaffold1078,117348.0,117752.0
670,Scaffold1078,118345.0,118843.0
671,Scaffold1078,148719.0,148998.0
672,Scaffold1078,176907.0,177350.0
673,Scaffold1078,249886.0,249897.0
674,Scaffold1079,15598.0,15925.0
675,Scaffold1079,16556.0,16944.0
676,Scaffold1079,34469.0,34773.0
677,Scaffold1079,35606.0,35644.0
678,Scaffold1079,35864.0,36172.0
679,Scaffold1079,37487.0,37880.0
680,Scaffold108,65221.0,65536.0
681,Scaffold108,128558.0,128919.0
682,Scaffold108,135368.0,135755.0
683,Scaffold108,418984.0,419282.0
684,Scaffold108,420042.0,420112.0
685,Scaffold108,424788.0,425025.0
686,Scaffold108,591339.0,591832.0
687,Scaffold108,644717.0,645094.0
688,Scaffold108,648064.0,648221.0
689,Scaffold108,964300.0,964663.0
690,Scaffold108,1000524.0,1000851.0
691,Scaffold108,1005435.0,1005518.0
692,Scaffold108,1013765.0,1013970.0
693,Scaffold1080,101722.0,101929.0
694,Scaffold1080,159624.0,160042.0
695,Scaffold1081,56031.0,56188.0
696,Scaffold1081,64851.0,65209.0
697,Scaffold1081,67769.0,68229.0
698,Scaffold1081,102734.0,103437.0
699,Scaffold1081,105702.0,106008.0
700,Scaffold1081,146870.0,146980.0
701,Scaffold1081,154195.0,154333.0
702,Scaffold1081,171687.0,171908.0
703,Scaffold1081,199877.0,200195.0
704,Scaffold1082,159531.0,159769.0
705,Scaffold1082,164213.0,164490.0
