#feat_name,source_int,mapped_int,source_id,mapped_id,source_length,mapped_length,source_start,source_stop,source_strand,source_sub_start,source_sub_stop,mapped_start,mapped_stop,mapped_strand,coverage,recip,asm_unit
Line:42,1,1,Scaffold1006,spur5_contig_781,4603,2536,104330,108932,+,106397,108932,19004,21539,+,0.55095,First Pass,Primary Assembly
Line:43,1,1,Scaffold1007,spur5_contig_847,4076,4076,3387,7462,+,3387,7462,1540631,1544706,+,1,First Pass,Primary Assembly
Line:44,1,1,Scaffold1007,spur5_contig_847,1991,1769,52069,54059,+,52069,54059,1591701,1593469,+,0.8885,First Pass,Primary Assembly
Line:45,1,1,Scaffold1007,spur5_scaffold_15,3733,3570,76619,80351,+,76619,80351,2828942,2832511,-,0.95634,First Pass,Primary Assembly
Line:45,1,2,Scaffold1007,spur5_contig_847,3733,3338,76619,80351,+,76841,80351,1608913,1612250,+,0.89419,Second Pass,Primary Assembly
Line:46,1,1,Scaffold1007,spur5_scaffold_8,3525,3522,118641,122165,+,118641,122165,30020806,30024327,-,0.99915,First Pass,Primary Assembly
Line:47,1,1,Scaffold1008,spur5_scaffold_10,906,903,46188,47093,+,46188,47093,1164407,1165309,-,0.99669,First Pass,Primary Assembly
Line:48,1,NULL,Scaffold1008,NULL,1083,NULL,314412,315494,+,NOMAP,ALIGNGAP,,,,,,
Line:49,1,1,Scaffold101,spur5_scaffold_9,24554,26851,688579,713132,+,688579,713132,25576121,25602971,+,1.09355,Second Pass,Primary Assembly
Line:49,1,2,Scaffold101,spur5_scaffold_9,24554,25060,688579,713132,+,688988,711764,25576530,25601589,+,1.02061,First Pass,Primary Assembly
Line:49,1,3,Scaffold101,spur5_scaffold_5,24554,19906,688579,713132,+,688982,708852,98735,118640,-,0.8107,First Pass,Primary Assembly
Line:49,1,4,Scaffold101,spur5_scaffold_5,24554,22458,688579,713132,+,688988,711410,96177,118634,-,0.91464,Second Pass,Primary Assembly
Line:49,1,5,Scaffold101,spur5_scaffold_4,24554,25690,688579,713132,+,688579,713132,30648126,30673815,-,1.04627,Second Pass,Primary Assembly
Line:49,1,6,Scaffold101,spur5_scaffold_17,24554,26119,688579,713132,+,688579,711191,28781238,28807356,+,1.06374,First Pass,Primary Assembly
Line:49,1,7,Scaffold101,spur5_scaffold_17,24554,27659,688579,713132,+,688982,713132,28781641,28809299,+,1.12646,Second Pass,Primary Assembly
Line:49,1,8,Scaffold101,spur5_scaffold_14,24554,16695,688579,713132,+,688579,700880,21653906,21670600,+,0.67993,Second Pass,Primary Assembly
Line:49,1,9,Scaffold101,spur5_scaffold_14,24554,21271,688579,713132,+,693494,709539,21658814,21680084,+,0.86629,First Pass,Primary Assembly
Line:49,1,10,Scaffold101,spur5_scaffold_14,24554,16636,688579,713132,+,688579,705594,16527768,16544403,-,0.67753,Second Pass,Primary Assembly
Line:49,1,11,Scaffold101,spur5_scaffold_1,24554,26098,688579,713132,+,688988,709255,48950633,48976730,+,1.06288,Second Pass,Primary Assembly
Line:49,1,12,Scaffold101,spur5_scaffold_1,24554,13435,688579,713132,+,700881,713132,48966121,48979555,+,0.54716,First Pass,Primary Assembly
Line:50,1,1,Scaffold1010,spur5_scaffold_3,1863,1863,49205,51067,+,49205,51067,39071470,39073332,-,1,First Pass,Primary Assembly
Line:51,1,NULL,Scaffold10104,NULL,839,NULL,97,935,+,NOMAP,NOTINSET,,,,,,
Line:52,1,1,Scaffold1011,spur5_scaffold_13,10170,7260,1362,11531,+,2297,11420,36086934,36094193,+,0.71386,First Pass,Primary Assembly
Line:53,1,NULL,Scaffold1012,NULL,2733,NULL,0,2732,+,NOMAP,ALIGNGAP,,,,,,
Line:54,1,1,Scaffold1012,spur5_scaffold_1,1344,1346,135297,136640,+,135297,136640,11261934,11263279,-,1.00149,First Pass,Primary Assembly
Line:55,1,NULL,Scaffold1013,NULL,22580,NULL,251484,274063,+,NOMAP,LOWCOV,,,,,,
Line:56,1,1,Scaffold1014,spur5_scaffold_1,720,718,59076,59795,+,59076,59795,47809104,47809821,-,0.99722,First Pass,Primary Assembly
Line:57,1,1,Scaffold1014,spur5_scaffold_1,1973,1972,112893,114865,+,112893,114865,47741583,47743554,-,0.99949,First Pass,Primary Assembly
Line:58,1,1,Scaffold1014,spur5_scaffold_1,3096,2407,115723,118818,+,116412,118818,47738291,47740697,-,0.77745,First Pass,Primary Assembly
Line:59,1,1,Scaffold1015,spur5_scaffold_5,1415,963,16355,17769,+,16807,17769,18286985,18287947,+,0.68057,First Pass,Primary Assembly
Line:59,1,2,Scaffold1015,spur5_scaffold_5,1415,710,16355,17769,+,17058,17769,19776064,19776773,-,0.50177,Second Pass,Primary Assembly
Line:60,1,1,Scaffold1015,spur5_scaffold_5,4816,4816,110586,115401,+,110586,115401,18379659,18384474,+,1,First Pass,Primary Assembly
Line:61,1,1,Scaffold1015,spur5_scaffold_5,40876,32329,213091,253966,+,219588,253966,18484886,18517214,+,0.7909,First Pass,Primary Assembly
Line:62,1,NULL,Scaffold1016,NULL,49160,NULL,3277,52436,+,NOMAP,LOWCOV,,,,,,
Line:63,1,NULL,Scaffold1016,NULL,49704,NULL,53878,103581,+,NOMAP,LOWCOV,,,,,,
Line:64,1,1,Scaffold102,spur5_scaffold_4,2152,2047,23730,25881,+,23732,25770,19993394,19995440,+,0.95121,Second Pass,Primary Assembly
Line:64,1,2,Scaffold102,spur5_contig_869,2152,2151,23730,25881,+,23730,25881,516630,518780,+,0.99954,First Pass,Primary Assembly
Line:65,1,1,Scaffold102,spur5_scaffold_10,4371,4393,107247,111617,+,107247,111617,3283282,3287674,-,1.00503,First Pass,Primary Assembly
Line:66,1,NULL,Scaffold102,NULL,20426,NULL,147514,167939,+,NOMAP,LOWCOV,,,,,,
Line:67,1,NULL,Scaffold102,NULL,9049,NULL,208234,217282,+,NOMAP,LOWCOV,,,,,,
Line:68,1,1,Scaffold102,spur5_scaffold_10,5031,5221,256443,261473,+,256443,261473,3166305,3171525,-,1.03777,First Pass,Primary Assembly
Line:69,1,1,Scaffold102,spur5_scaffold_21,3493,3494,641130,644622,+,641130,644622,29860168,29863661,+,1.00029,First Pass,Primary Assembly
Line:70,1,1,Scaffold102,spur5_scaffold_21,28566,22351,652336,680901,+,653685,680901,29871326,29893676,+,0.78243,First Pass,Primary Assembly
Line:71,1,1,Scaffold1020,spur5_scaffold_1,2873,2873,86178,89050,+,86178,89050,14821216,14824088,-,1,First Pass,Primary Assembly
Line:72,1,1,Scaffold1020,spur5_scaffold_9,2099,2098,142610,144708,+,142610,144708,25790269,25792366,+,0.99952,First Pass,Primary Assembly
Line:73,1,1,Scaffold1022,spur5_scaffold_12,3780,3774,25746,29525,+,25746,29525,27290057,27293830,-,0.99841,First Pass,Primary Assembly
Line:74,1,1,Scaffold1022,spur5_scaffold_12,3966,3779,45843,49808,+,46453,49808,27268662,27272440,-,0.95285,First Pass,Primary Assembly
Line:75,1,1,Scaffold1023,spur5_scaffold_4,4486,5328,70203,74688,+,70203,74683,25904609,25909936,+,1.1877,First Pass,Primary Assembly
Line:76,1,1,Scaffold1024,spur5_scaffold_18,1745,1179,2004,3748,+,2096,3278,8054332,8055510,+,0.67564,First Pass,Primary Assembly
Line:77,1,1,Scaffold1024,spur5_scaffold_18,1962,1903,106873,108834,+,106873,108832,8170936,8172838,+,0.96993,First Pass,Primary Assembly
Line:78,1,1,Scaffold1024,spur5_scaffold_2,23878,22257,191835,215712,+,193582,214465,28862421,28884677,+,0.93211,First Pass,Primary Assembly
Line:79,1,NULL,Scaffold1025,NULL,5573,NULL,188939,194511,+,NOMAP,ALIGNGAP,,,,,,
Line:80,1,1,Scaffold1026,spur5_scaffold_16,4185,4184,36855,41039,+,36855,41039,2912236,2916419,-,0.99976,First Pass,Primary Assembly
Line:81,1,1,Scaffold1026,spur5_scaffold_16,1694,1719,48647,50340,+,48647,50340,2902764,2904482,-,1.01476,First Pass,Primary Assembly
Line:82,1,1,Scaffold1027,spur5_scaffold_6,2948,2946,69403,72350,+,69403,72350,39587092,39590037,+,0.99932,First Pass,Primary Assembly
Line:83,1,NULL,Scaffold1027,NULL,1030,NULL,280429,281458,+,NOMAP,LOWCOV,,,,,,
Line:84,1,1,Scaffold1028,spur5_scaffold_19,2875,2875,28217,31091,+,28217,31091,23816510,23819384,+,1,First Pass,Primary Assembly
Line:84,1,2,Scaffold1028,spur5_scaffold_19,2875,2878,28217,31091,+,28217,31091,23265697,23268574,+,1.00104,Second Pass,Primary Assembly
Line:85,1,1,Scaffold1028,spur5_scaffold_7,14529,13766,200133,214661,+,200133,214661,20772103,20785868,-,0.94748,First Pass,Primary Assembly
Line:86,1,1,Scaffold1029,spur5_scaffold_11,55670,44442,85289,140958,+,85289,140958,8281577,8326018,-,0.79831,First Pass,Primary Assembly
Line:87,1,1,Scaffold1029,spur5_scaffold_11,14496,14257,155181,169676,+,155181,169016,8250302,8264558,-,0.98351,First Pass,Primary Assembly
Line:88,1,1,Scaffold1029,spur5_scaffold_11,2078,1612,213325,215402,+,213325,215402,8208561,8210172,-,0.77575,First Pass,Primary Assembly
Line:89,1,NULL,Scaffold1029,NULL,5058,NULL,215767,220824,+,NOMAP,LOWCOV,,,,,,
Line:90,1,1,Scaffold1029,spur5_scaffold_11,10379,7526,374221,384599,+,374221,381344,8043535,8051060,-,0.72512,First Pass,Primary Assembly
Line:91,1,1,Scaffold103,spur5_scaffold_10,32829,32401,509187,542015,+,509187,542015,13684503,13716903,-,0.98696,First Pass,Primary Assembly
Line:92,1,1,Scaffold103,spur5_scaffold_10,11504,11047,547518,559021,+,547657,559021,13667892,13678938,-,0.96027,First Pass,Primary Assembly
Line:93,1,1,Scaffold103,spur5_scaffold_10,7079,7148,785068,792146,+,785068,792146,13464003,13471150,-,1.00975,First Pass,Primary Assembly
Line:94,1,1,Scaffold103,spur5_scaffold_10,4154,4231,793295,797448,+,793295,797448,13458626,13462856,-,1.01854,First Pass,Primary Assembly
Line:95,1,NULL,Scaffold103,NULL,16031,NULL,887072,903102,+,NOMAP,EXPANDED,,,,,,
Line:96,1,NULL,Scaffold1030,NULL,9665,NULL,13367,23031,+,NOMAP,LOWCOV,,,,,,
Line:97,1,1,Scaffold1030,spur5_scaffold_7,9973,10782,130713,140685,+,131740,140685,18150550,18161331,+,1.08112,Second Pass,Primary Assembly
Line:98,1,NULL,Scaffold1031,NULL,5492,NULL,162539,168030,+,NOMAP,LOWCOV,,,,,,
Line:99,1,NULL,Scaffold10326,NULL,864,NULL,0,863,+,NOMAP,ALIGNGAP,,,,,,
Line:100,1,1,Scaffold1033,spur5_scaffold_18,7700,8077,136300,143999,+,136300,143989,2566757,2574833,+,1.04896,First Pass,Primary Assembly
Line:101,1,1,Scaffold1034,spur5_scaffold_3,2968,2962,25624,28591,+,25624,28591,33953826,33956787,-,0.99798,First Pass,Primary Assembly
Line:102,1,1,Scaffold1035,spur5_contig_840,898,898,63783,64680,+,63783,64680,840296,841193,+,1,First Pass,Primary Assembly
Line:103,1,1,Scaffold1035,spur5_scaffold_13,1533,1590,155058,156590,+,155058,156590,16800039,16801628,+,1.03718,Second Pass,Primary Assembly
Line:103,1,2,Scaffold1035,spur5_scaffold_13,1533,1528,155058,156590,+,155058,156590,16565053,16566580,+,0.99674,First Pass,Primary Assembly
Line:104,1,1,Scaffold1035,spur5_scaffold_13,2732,2710,161495,164226,+,161495,164226,16575941,16578650,+,0.99195,First Pass,Primary Assembly
Line:105,1,1,Scaffold1035,spur5_scaffold_3,1853,1043,166370,168222,+,167199,168222,36115733,36116775,+,0.56287,Second Pass,Primary Assembly
Line:106,1,1,Scaffold1035,spur5_scaffold_13,6450,6411,224272,230721,+,224272,230703,16853189,16859599,+,0.99395,First Pass,Primary Assembly
Line:107,1,1,Scaffold1036,spur5_scaffold_15,8229,8672,141838,150066,+,141838,149449,31497464,31506135,+,1.05383,First Pass,Primary Assembly
Line:108,1,1,Scaffold1037,spur5_scaffold_20,6720,6741,169459,176178,+,169459,175690,42217853,42224593,-,1.00313,First Pass,Primary Assembly
Line:109,1,1,Scaffold1037,spur5_scaffold_20,1391,1364,200600,201990,+,200600,201990,42196493,42197856,-,0.98059,First Pass,Primary Assembly
Line:110,1,1,Scaffold1038,spur5_scaffold_7,6006,6346,131084,137089,+,131084,137089,35224767,35231112,+,1.05661,First Pass,Primary Assembly
Line:111,1,1,Scaffold1038,spur5_scaffold_7,2221,3018,214124,216344,+,214124,216344,35311137,35314154,+,1.35885,First Pass,Primary Assembly
Line:112,1,1,Scaffold1038,spur5_scaffold_7,3200,3200,247818,251017,+,247818,251017,35345162,35348361,+,1,First Pass,Primary Assembly
Line:113,1,NULL,Scaffold1039,NULL,3081,NULL,184926,188006,+,NOMAP,NOALIGN,,,,,,
Line:114,1,1,Scaffold104,spur5_scaffold_20,783,637,326219,327001,+,326365,327001,5142381,5143017,+,0.81354,First Pass,Primary Assembly
Line:115,1,1,Scaffold104,spur5_scaffold_12,6573,7993,619818,626390,+,619818,626144,5892576,5900568,-,1.21604,First Pass,Primary Assembly
Line:116,1,1,Scaffold104,spur5_scaffold_12,4186,4181,876136,880321,+,876136,880321,5698515,5702695,-,0.99881,First Pass,Primary Assembly
Line:117,1,1,Scaffold104,spur5_scaffold_12,43679,53727,890102,933780,+,890102,933780,5636628,5690354,-,1.23004,First Pass,Primary Assembly
Line:117,1,2,Scaffold104,spur5_scaffold_12,43679,47917,890102,933780,+,897154,930632,5635704,5683620,-,1.09703,Second Pass,Primary Assembly
Line:118,1,1,Scaffold1040,spur5_scaffold_15,799,815,40986,41784,+,40986,41784,4829948,4830762,+,1.02003,First Pass,Primary Assembly
Line:119,1,1,Scaffold1040,spur5_scaffold_15,3066,1895,44732,47797,+,44732,47797,4832894,4834788,+,0.61807,First Pass,Primary Assembly
Line:120,1,1,Scaffold1040,spur5_scaffold_15,2879,2765,85316,88194,+,85316,88079,4862082,4864846,+,0.9604,First Pass,Primary Assembly
Line:121,1,1,Scaffold1040,spur5_scaffold_15,5216,5216,212845,218060,+,212845,218060,4985317,4990532,+,1,First Pass,Primary Assembly
Line:122,1,NULL,Scaffold1040,NULL,4086,NULL,256433,260518,+,NOMAP,EXPANDED,,,,,,
Line:123,1,NULL,Scaffold1041,NULL,7098,NULL,5287,12384,+,NOMAP,LOWCOV,,,,,,
Line:124,1,1,Scaffold1043,spur5_scaffold_18,13785,10123,165088,178872,+,169064,178872,13404519,13414641,-,0.73435,First Pass,Primary Assembly
Line:125,1,1,Scaffold1044,spur5_scaffold_20,1856,1856,43413,45268,+,43413,45268,49648270,49650125,-,1,First Pass,Primary Assembly
Line:126,1,NULL,Scaffold1044,NULL,25555,NULL,169387,194941,+,NOMAP,LOWCOV,,,,,,
Line:127,1,1,Scaffold1045,spur5_scaffold_14,11701,10780,53777,65477,+,54820,65477,36273289,36284068,-,0.92129,First Pass,Primary Assembly
Line:128,1,1,Scaffold1045,spur5_scaffold_14,1266,640,80491,81756,+,81117,81756,36257523,36258162,-,0.50553,First Pass,Primary Assembly
Line:129,1,1,Scaffold1045,spur5_scaffold_14,2720,2012,122954,125673,+,123688,125673,36226984,36228995,-,0.73971,Second Pass,Primary Assembly
Line:129,1,2,Scaffold1045,spur5_contig_861,2720,2053,122954,125673,+,123653,125673,4900752,4902804,-,0.75478,First Pass,Primary Assembly
Line:130,1,1,Scaffold1045,spur5_scaffold_14,3313,3312,143427,146739,+,143427,146739,36212073,36215384,-,0.9997,First Pass,Primary Assembly
Line:130,1,2,Scaffold1045,spur5_contig_861,3313,3598,143427,146739,+,143427,146739,4881179,4884776,-,1.08602,Second Pass,Primary Assembly
Line:131,1,1,Scaffold1046,spur5_scaffold_16,11331,15052,19876,31206,+,19876,31206,8697249,8712300,+,1.32839,First Pass,Primary Assembly
Line:132,1,NULL,Scaffold1046,NULL,6810,NULL,327385,334194,+,NOMAP,EXPANDED,,,,,,
Line:133,1,1,Scaffold1047,spur5_scaffold_8,1562,1896,73215,74776,+,73215,74776,29858339,29860234,-,1.21383,First Pass,Primary Assembly
Line:134,1,1,Scaffold1047,spur5_scaffold_8,6854,6964,391043,397896,+,391043,397896,29567241,29574204,-,1.01605,First Pass,Primary Assembly
Line:135,1,NULL,Scaffold1048,NULL,2079,NULL,5423,7501,+,NOMAP,LOWCOV,,,,,,
Line:136,1,1,Scaffold1049,spur5_scaffold_11,16086,9605,1000,17085,+,1000,9887,32342972,32352576,+,0.5971,Second Pass,Primary Assembly
Line:137,1,1,Scaffold105,spur5_scaffold_4,4558,3386,309230,313787,+,309230,313787,15278152,15281537,+,0.74287,First Pass,Primary Assembly
Line:137,1,2,Scaffold105,spur5_contig_833,4558,6480,309230,313787,+,309230,313787,1536576,1543055,-,1.42168,Second Pass,Primary Assembly
Line:138,1,1,Scaffold105,spur5_scaffold_4,6563,6558,409734,416296,+,409734,416296,15380192,15386749,+,0.99924,First Pass,Primary Assembly
Line:138,1,2,Scaffold105,spur5_contig_833,6563,6565,409734,416296,+,409734,416296,1451582,1458146,-,1.0003,Second Pass,Primary Assembly
Line:139,1,1,Scaffold105,spur5_scaffold_4,2810,2762,479224,482033,+,479224,482033,15451291,15454052,+,0.98292,Second Pass,Primary Assembly
Line:139,1,2,Scaffold105,spur5_contig_833,2810,2780,479224,482033,+,479224,482033,1388388,1391167,-,0.98932,First Pass,Primary Assembly
Line:140,1,1,Scaffold105,spur5_scaffold_4,3389,2125,682804,686192,+,684068,686192,15962169,15964293,+,0.62703,First Pass,Primary Assembly
Line:141,1,1,Scaffold105,spur5_scaffold_4,1883,1883,692878,694760,+,692878,694760,15968008,15969890,+,1,First Pass,Primary Assembly
Line:141,1,2,Scaffold105,spur5_contig_833,1883,1101,692878,694760,+,693689,694760,1011786,1012886,-,0.58471,Second Pass,Primary Assembly
Line:142,1,1,Scaffold105,spur5_scaffold_19,8287,5245,826277,834563,+,826277,834264,29032938,29038182,+,0.63292,First Pass,Primary Assembly
Line:142,1,2,Scaffold105,spur5_contig_829,8287,4980,826277,834563,+,829571,834563,449250,454229,+,0.60094,First Pass,Primary Assembly
Line:143,1,1,Scaffold1050,spur5_scaffold_10,2084,2079,77043,79126,+,77043,79126,11688788,11690866,-,0.9976,First Pass,Primary Assembly
Line:144,1,1,Scaffold1050,spur5_scaffold_10,1314,1169,80979,82292,+,80979,82292,11678198,11679366,-,0.88965,First Pass,Primary Assembly
Line:145,1,1,Scaffold1050,spur5_scaffold_6,3738,3649,196466,200203,+,196466,198715,29460433,29464081,-,0.97619,First Pass,Primary Assembly
Line:145,1,2,Scaffold1050,spur5_scaffold_10,3738,2221,196466,200203,+,197608,199836,25185996,25188216,-,0.59417,First Pass,Primary Assembly
Line:146,1,1,Scaffold1051,spur5_scaffold_19,3631,3597,28224,31854,+,28224,31854,24310861,24314457,+,0.99064,First Pass,Primary Assembly
Line:147,1,1,Scaffold1051,spur5_scaffold_4,8629,8628,178077,186705,+,178077,186705,2253302,2261929,-,0.99988,First Pass,Primary Assembly
Line:148,1,1,Scaffold1053,spur5_scaffold_10,6232,6897,33402,39633,+,33402,39633,23589044,23595940,-,1.10671,First Pass,Primary Assembly
Line:149,1,1,Scaffold1053,spur5_scaffold_10,1820,1193,98251,100070,+,98251,99443,23540304,23541496,-,0.65549,First Pass,Primary Assembly
Line:150,1,1,Scaffold1053,spur5_scaffold_3,34934,32406,135918,170851,+,135918,170851,15856790,15889195,+,0.92763,First Pass,Primary Assembly
Line:151,1,1,Scaffold1053,spur5_scaffold_3,4424,4418,277447,281870,+,277447,281870,15995393,15999810,+,0.99864,First Pass,Primary Assembly
Line:152,1,1,Scaffold1054,spur5_scaffold_17,3903,3903,87208,91110,+,87208,91110,15115168,15119070,-,1,First Pass,Primary Assembly
