,chr,start,stop
137,Scaffold105,409734.0,416296.0
138,Scaffold105,479224.0,482033.0
139,Scaffold105,682804.0,686192.0
140,Scaffold105,692878.0,694760.0
141,Scaffold105,826277.0,834563.0
142,Scaffold1050,77043.0,79126.0
143,Scaffold1050,80979.0,82292.0
144,Scaffold1050,196466.0,200203.0
145,Scaffold1051,28224.0,31854.0
146,Scaffold1051,178077.0,186705.0
147,Scaffold1053,33402.0,39633.0
148,Scaffold1053,98251.0,100070.0
149,Scaffold1053,135918.0,170851.0
150,Scaffold1053,277447.0,281870.0
151,Scaffold1054,87208.0,91110.0
152,Scaffold1054,130571.0,132922.0
153,Scaffold1054,133913.0,138157.0
154,Scaffold1056,34389.0,36829.0
155,Scaffold1056,84251.0,85372.0
156,Scaffold1056,108318.0,111783.0
157,Scaffold1057,25795.0,33148.0
158,Scaffold1057,104335.0,105987.0
159,Scaffold1057,113199.0,115354.0
160,Scaffold1058,76234.0,78890.0
161,Scaffold1058,158535.0,168446.0
162,Scaffold1058,383079.0,384760.0
163,Scaffold1059,9417.0,24419.0
164,Scaffold106,68224.0,69678.0
165,Scaffold106,101767.0,105199.0
166,Scaffold106,107912.0,110952.0
167,Scaffold106,128901.0,132351.0
168,Scaffold106,268952.0,273115.0
169,Scaffold106,359348.0,365652.0
170,Scaffold106,422427.0,444877.0
171,Scaffold106,538235.0,549519.0
172,Scaffold106,724540.0,726556.0
173,Scaffold1060,203079.0,238700.0
174,Scaffold1060,288623.0,290209.0
175,Scaffold1061,78801.0,81657.0
176,Scaffold1061,146519.0,236109.0
177,Scaffold1061,244606.0,250688.0
178,Scaffold1062,149259.0,162518.0
179,Scaffold1062,295991.0,328680.0
180,Scaffold1064,60866.0,61897.0
181,Scaffold1065,151787.0,155055.0
182,Scaffold1065,288883.0,293691.0
183,Scaffold1066,20116.0,45567.0
184,Scaffold1066,46956.0,51069.0
185,Scaffold1066,51165.0,55111.0
186,Scaffold1066,59296.0,61316.0
187,Scaffold1066,145329.0,149347.0
188,Scaffold1066,292380.0,293467.0
189,Scaffold1067,35398.0,50958.0
190,Scaffold1067,91558.0,93895.0
191,Scaffold1067,101127.0,103820.0
192,Scaffold1067,105166.0,110733.0
193,Scaffold1068,123620.0,131001.0
194,Scaffold1068,184555.0,211649.0
195,Scaffold1069,40820.0,120993.0
196,Scaffold107,70363.0,73985.0
197,Scaffold107,240532.0,244433.0
198,Scaffold107,291018.0,292410.0
199,Scaffold107,496660.0,501413.0
200,Scaffold1070,173285.0,198170.0
201,Scaffold1072,135779.0,139381.0
202,Scaffold1072,185638.0,187951.0
203,Scaffold1072,317508.0,320621.0
204,Scaffold1074,27341.0,31711.0
205,Scaffold1075,246495.0,249338.0
206,Scaffold1076,29600.0,39618.0
207,Scaffold1076,68057.0,71465.0
208,Scaffold1078,186659.0,190231.0
209,Scaffold1078,249309.0,261086.0
210,Scaffold1078,313077.0,315219.0
211,Scaffold1079,36172.0,38012.0
212,Scaffold1079,186036.0,190570.0
213,Scaffold108,5772.0,36778.0
214,Scaffold108,36950.0,41228.0
215,Scaffold108,195923.0,198753.0
216,Scaffold108,214637.0,242627.0
217,Scaffold108,583154.0,608410.0
218,Scaffold108,645107.0,662126.0
219,Scaffold108,1029977.0,1108588.0
220,Scaffold1080,24970.0,80842.0
221,Scaffold1080,106344.0,111100.0
222,Scaffold1080,179731.0,181032.0
223,Scaffold1081,34317.0,47625.0
224,Scaffold1081,87513.0,101994.0
225,Scaffold1081,168583.0,171181.0
226,Scaffold1082,167752.0,183607.0
227,Scaffold1083,56104.0,60877.0
228,Scaffold1083,204642.0,205996.0
229,Scaffold1083,218798.0,225272.0
230,Scaffold1084,63264.0,65192.0
231,Scaffold1084,135351.0,150097.0
232,Scaffold1084,201283.0,204975.0
233,Scaffold1084,290189.0,293089.0
234,Scaffold1084,324144.0,326098.0
235,Scaffold1085,5108.0,6049.0
236,Scaffold1085,74523.0,77765.0
237,Scaffold1085,79564.0,84137.0
238,Scaffold1085,237985.0,240431.0
239,Scaffold1087,28896.0,33372.0
240,Scaffold1087,177871.0,178547.0
241,Scaffold1088,22151.0,46612.0
242,Scaffold1088,85177.0,88043.0
243,Scaffold1089,22277.0,24371.0
244,Scaffold1089,29824.0,39611.0
245,Scaffold1089,92139.0,97979.0
246,Scaffold109,11658.0,14834.0
247,Scaffold109,310818.0,313396.0
248,Scaffold109,599825.0,601145.0
249,Scaffold109,617604.0,619469.0
250,Scaffold109,732867.0,744029.0
251,Scaffold1090,18253.0,33455.0
252,Scaffold1092,79420.0,114990.0
253,Scaffold1094,208528.0,223569.0
254,Scaffold1096,244340.0,246877.0
255,Scaffold1097,4735.0,6158.0
256,Scaffold1097,17271.0,22563.0
257,Scaffold1097,98326.0,119002.0
258,Scaffold1098,26203.0,29218.0
259,Scaffold1098,96862.0,119027.0
260,Scaffold1098,129708.0,170707.0
261,Scaffold1098,183059.0,194588.0
262,Scaffold1099,56111.0,56520.0
263,Scaffold11,1176.0,19749.0
264,Scaffold11,161203.0,165438.0
265,Scaffold11,253105.0,274831.0
266,Scaffold11,316471.0,322403.0
267,Scaffold11,334502.0,337344.0
268,Scaffold11,585511.0,595193.0
269,Scaffold11,1206766.0,1210140.0
270,Scaffold110,22804.0,23983.0
271,Scaffold110,273129.0,284582.0
272,Scaffold110,363282.0,367781.0
273,Scaffold110,429437.0,444472.0
274,Scaffold110,1036377.0,1037836.0
275,Scaffold1101,45906.0,47518.0
276,Scaffold1102,62993.0,64824.0
277,Scaffold1102,155674.0,158224.0
278,Scaffold1103,67437.0,68311.0
279,Scaffold1104,135689.0,140430.0
280,Scaffold1106,142265.0,152541.0
281,Scaffold1107,18440.0,20916.0
282,Scaffold1107,39463.0,44354.0
283,Scaffold1107,121671.0,129607.0
284,Scaffold1107,144924.0,150172.0
285,Scaffold1108,72207.0,75489.0
286,Scaffold111,40367.0,45005.0
287,Scaffold111,124447.0,126659.0
288,Scaffold111,296602.0,301855.0
289,Scaffold111,311453.0,314867.0
290,Scaffold1110,50884.0,56009.0
291,Scaffold1110,139708.0,145780.0
292,Scaffold1110,205745.0,207482.0
293,Scaffold1111,31309.0,86580.0
294,Scaffold1111,86592.0,125448.0
295,Scaffold1111,180525.0,184605.0
296,Scaffold1112,0.0,806.0
297,Scaffold1112,35122.0,37471.0
298,Scaffold1113,21416.0,22148.0
299,Scaffold1114,142382.0,144327.0
300,Scaffold1115,52853.0,60047.0
301,Scaffold1115,101284.0,104617.0
302,Scaffold1115,105162.0,108333.0
303,Scaffold11156,1.0,2343.0
304,Scaffold1116,3355.0,5376.0
305,Scaffold1116,69836.0,70856.0
306,Scaffold1118,140293.0,143294.0
307,Scaffold1119,4400.0,5319.0
308,Scaffold112,303829.0,308824.0
309,Scaffold112,478591.0,482876.0
310,Scaffold1120,234131.0,238645.0
311,Scaffold1120,265913.0,270758.0
312,Scaffold1121,87804.0,91174.0
313,Scaffold1121,120963.0,130231.0
314,Scaffold1121,169460.0,170241.0
315,Scaffold1121,248127.0,250919.0
316,Scaffold1122,163260.0,165618.0
317,Scaffold1123,31154.0,33630.0
318,Scaffold1123,104163.0,109471.0
319,Scaffold1124,12896.0,15007.0
320,Scaffold1124,91294.0,95038.0
321,Scaffold1124,104238.0,114361.0
322,Scaffold1125,281646.0,317432.0
323,Scaffold1126,84170.0,87904.0
324,Scaffold1127,11339.0,26690.0
325,Scaffold1127,27250.0,30400.0
326,Scaffold1127,79378.0,87067.0
327,Scaffold1127,144570.0,147352.0
328,Scaffold11275,3152.0,5004.0
329,Scaffold113,744068.0,746607.0
330,Scaffold113,867508.0,897771.0
331,Scaffold113,1220831.0,1231354.0
332,Scaffold1130,192177.0,194020.0
333,Scaffold1130,194447.0,198624.0
334,Scaffold1131,2898.0,13480.0
335,Scaffold1132,66874.0,79618.0
336,Scaffold1133,50322.0,61028.0
337,Scaffold1133,108792.0,117515.0
338,Scaffold1133,120729.0,132404.0
339,Scaffold1133,167727.0,169928.0
340,Scaffold1135,219325.0,228920.0
341,Scaffold1136,83512.0,96392.0
342,Scaffold1136,134639.0,138518.0
343,Scaffold1136,150120.0,168905.0
344,Scaffold1138,128667.0,133244.0
345,Scaffold1139,62716.0,72448.0
346,Scaffold114,264088.0,269261.0
347,Scaffold114,382650.0,385848.0
348,Scaffold114,446089.0,450076.0
349,Scaffold114,763409.0,826533.0
350,Scaffold114,1060144.0,1066317.0
351,Scaffold114,1112952.0,1203871.0
352,Scaffold1140,99352.0,100446.0
353,Scaffold1140,179814.0,184347.0
354,Scaffold1140,198923.0,201618.0
355,Scaffold1141,23255.0,34681.0
356,Scaffold1141,51759.0,55409.0
357,Scaffold1141,130026.0,135457.0
358,Scaffold1142,4378.0,10741.0
359,Scaffold1142,232595.0,234484.0
360,Scaffold1143,10124.0,14218.0
361,Scaffold1143,51805.0,57095.0
362,Scaffold1144,74026.0,76352.0
363,Scaffold1144,120299.0,127569.0
364,Scaffold1145,161241.0,163237.0
365,Scaffold1146,26331.0,33557.0
366,Scaffold1146,34497.0,49915.0
367,Scaffold1146,151121.0,153498.0
368,Scaffold1147,62838.0,70208.0
369,Scaffold1148,2604.0,7015.0
370,Scaffold1148,28981.0,31806.0
371,Scaffold1148,164864.0,170453.0
372,Scaffold1149,69980.0,86792.0
373,Scaffold115,288885.0,291138.0
374,Scaffold115,296890.0,299513.0
375,Scaffold115,351930.0,355629.0
376,Scaffold115,373434.0,381483.0
377,Scaffold1150,279204.0,284289.0
378,Scaffold1150,284937.0,285862.0
379,Scaffold1150,382963.0,385195.0
380,Scaffold1150,415647.0,440062.0
381,Scaffold1150,442330.0,450662.0
382,Scaffold1151,40437.0,44333.0
383,Scaffold1152,14429.0,175490.0
384,Scaffold1154,218305.0,220617.0
385,Scaffold1154,223065.0,224847.0
386,Scaffold1157,157482.0,161983.0
387,Scaffold116,9202.0,15327.0
388,Scaffold116,32823.0,41599.0
389,Scaffold116,295063.0,299381.0
390,Scaffold116,416460.0,420163.0
391,Scaffold116,498254.0,507767.0
392,Scaffold116,565401.0,568324.0
393,Scaffold116,605869.0,613573.0
394,Scaffold1162,245596.0,246455.0
395,Scaffold1163,111542.0,112183.0
396,Scaffold1163,116341.0,120057.0
397,Scaffold1163,121094.0,126760.0
398,Scaffold1164,35642.0,41330.0
399,Scaffold1164,318800.0,323581.0
400,Scaffold1165,183601.0,186454.0
401,Scaffold1165,186522.0,223727.0
402,Scaffold11652,6109.0,11339.0
403,Scaffold1166,5895.0,11855.0
404,Scaffold1168,69006.0,83852.0
405,Scaffold1168,92260.0,106902.0
406,Scaffold1168,110915.0,124158.0
407,Scaffold1168,138282.0,139936.0
408,Scaffold1168,147288.0,150016.0
409,Scaffold1169,34059.0,35631.0
410,Scaffold1169,48032.0,54387.0
411,Scaffold1169,139172.0,148666.0
412,Scaffold117,377409.0,387325.0
413,Scaffold117,536075.0,538626.0
414,Scaffold117,983087.0,986573.0
415,Scaffold117,986709.0,989179.0
416,Scaffold117,1001986.0,1010159.0
417,Scaffold117,1041877.0,1043157.0
418,Scaffold1173,205313.0,226114.0
419,Scaffold1173,325677.0,330837.0
420,Scaffold1176,9496.0,28794.0
421,Scaffold1176,181215.0,183999.0
422,Scaffold1177,64046.0,73320.0
423,Scaffold1178,58941.0,64810.0
424,Scaffold1178,123443.0,135964.0
425,Scaffold1178,250971.0,257752.0
426,Scaffold11782,6.0,1976.0
427,Scaffold1179,12068.0,14383.0
428,Scaffold1179,122800.0,123347.0
429,Scaffold118,250491.0,252539.0
430,Scaffold118,261639.0,264886.0
431,Scaffold118,330827.0,333970.0
432,Scaffold1181,258244.0,260359.0
433,Scaffold1182,46436.0,50749.0
434,Scaffold1182,94584.0,100976.0
435,Scaffold1182,201906.0,204787.0
436,Scaffold1183,160207.0,163456.0
437,Scaffold1185,29005.0,39222.0
438,Scaffold1186,98921.0,116015.0
439,Scaffold1187,138771.0,140490.0
440,Scaffold119,59055.0,61554.0
441,Scaffold119,161767.0,163790.0
442,Scaffold119,297576.0,299836.0
443,Scaffold119,304683.0,330721.0
444,Scaffold119,969061.0,971793.0
445,Scaffold119,1038488.0,1041871.0
446,Scaffold119,1081361.0,1084040.0
447,Scaffold119,1100169.0,1101222.0
448,Scaffold1190,2411.0,41470.0
449,Scaffold1190,143073.0,147902.0
450,Scaffold1191,106435.0,111634.0
451,Scaffold1192,96713.0,104323.0
452,Scaffold1193,155174.0,194517.0
453,Scaffold1194,23559.0,26108.0
454,Scaffold1194,168653.0,172790.0
455,Scaffold1195,65557.0,70959.0
456,Scaffold1195,143013.0,144067.0
457,Scaffold1196,182937.0,186744.0
458,Scaffold1196,231534.0,236682.0
459,Scaffold1196,246510.0,252791.0
460,Scaffold1197,53888.0,54607.0
461,Scaffold1197,63524.0,66271.0
462,Scaffold1198,19549.0,22755.0
463,Scaffold1198,79004.0,80470.0
464,Scaffold1198,114681.0,118978.0
465,Scaffold1198,144553.0,146097.0
466,Scaffold1198,152457.0,153584.0
467,Scaffold1199,118816.0,124508.0
468,Scaffold1199,151160.0,153471.0
469,Scaffold12,381609.0,388254.0
470,Scaffold12,475901.0,491245.0
471,Scaffold12,501626.0,505289.0
472,Scaffold12,828870.0,837410.0
473,Scaffold120,425591.0,430536.0
474,Scaffold1202,82531.0,84206.0
475,Scaffold1202,181141.0,182878.0
476,Scaffold1203,42747.0,47459.0
477,Scaffold1203,119393.0,121214.0
478,Scaffold1204,19077.0,20541.0
479,Scaffold1205,13997.0,40530.0
480,Scaffold1205,100400.0,105636.0
481,Scaffold1205,144997.0,152007.0
482,Scaffold1206,76192.0,77308.0
483,Scaffold1208,34787.0,51917.0
484,Scaffold1208,125119.0,143717.0
485,Scaffold1209,70086.0,74864.0
486,Scaffold1209,93828.0,100418.0
487,Scaffold12091,19242.0,24696.0
488,Scaffold121,212320.0,218001.0
489,Scaffold121,341859.0,389161.0
490,Scaffold1210,153915.0,166733.0
491,Scaffold1211,16791.0,20493.0
492,Scaffold1213,98682.0,102171.0
493,Scaffold1214,25075.0,76469.0
494,Scaffold1215,3050.0,4896.0
495,Scaffold1215,20558.0,20937.0
496,Scaffold1215,21376.0,24231.0
497,Scaffold1215,50460.0,54035.0
498,Scaffold1217,26235.0,32099.0
499,Scaffold1217,108178.0,113504.0
500,Scaffold1218,36900.0,41744.0
501,Scaffold1218,43863.0,46666.0
502,Scaffold1218,107541.0,114174.0
503,Scaffold1218,120563.0,190840.0
504,Scaffold1219,87447.0,97946.0
505,Scaffold122,7805.0,9624.0
506,Scaffold122,108195.0,110898.0
507,Scaffold122,858103.0,859143.0
508,Scaffold122,860022.0,863639.0
509,Scaffold1220,180683.0,181981.0
510,Scaffold1220,197552.0,198493.0
511,Scaffold1221,5023.0,10447.0
512,Scaffold1222,62659.0,64272.0
513,Scaffold1223,24546.0,26352.0
514,Scaffold1223,144585.0,149657.0
515,Scaffold1226,80077.0,95680.0
516,Scaffold1226,205684.0,209691.0
517,Scaffold12278,1533.0,3653.0
518,Scaffold1228,35597.0,36804.0
519,Scaffold1228,50308.0,64438.0
520,Scaffold123,18999.0,23836.0
521,Scaffold123,150063.0,152521.0
522,Scaffold123,342403.0,344838.0
523,Scaffold123,424804.0,431478.0
524,Scaffold123,560315.0,562947.0
525,Scaffold123,590928.0,592011.0
526,Scaffold123,690959.0,712467.0
527,Scaffold1230,180281.0,181572.0
528,Scaffold1232,25374.0,30234.0
529,Scaffold1232,108790.0,113716.0
530,Scaffold1232,136918.0,139482.0
531,Scaffold1233,55456.0,57906.0
532,Scaffold1234,13728.0,15942.0
533,Scaffold1234,84866.0,87849.0
534,Scaffold1234,102064.0,114273.0
535,Scaffold1235,46636.0,48952.0
536,Scaffold1236,106000.0,108520.0
537,Scaffold1236,111522.0,115437.0
538,Scaffold1238,27389.0,39165.0
539,Scaffold1238,51276.0,58731.0
540,Scaffold1238,114708.0,117117.0
541,Scaffold1238,305652.0,307138.0
542,Scaffold1239,15906.0,21692.0
543,Scaffold124,172910.0,182300.0
544,Scaffold124,300307.0,354593.0
545,Scaffold124,365191.0,379202.0
546,Scaffold124,406454.0,411875.0
547,Scaffold124,530824.0,593427.0
548,Scaffold124,608550.0,613348.0
549,Scaffold124,641423.0,647706.0
550,Scaffold124,764484.0,765127.0
551,Scaffold1241,41165.0,55946.0
552,Scaffold1241,59854.0,63097.0
553,Scaffold1243,102428.0,107839.0
554,Scaffold1244,26821.0,36407.0
555,Scaffold1244,39657.0,53418.0
556,Scaffold1244,61680.0,124128.0
557,Scaffold1245,91065.0,93627.0
558,Scaffold1245,100758.0,111524.0
559,Scaffold1245,116372.0,118924.0
560,Scaffold1246,197412.0,200095.0
561,Scaffold1246,227133.0,229678.0
562,Scaffold1247,45959.0,47305.0
563,Scaffold1247,195310.0,198427.0
564,Scaffold1248,23237.0,29500.0
565,Scaffold1249,109387.0,112011.0
566,Scaffold125,368618.0,371249.0
567,Scaffold125,443793.0,447013.0
568,Scaffold125,493041.0,503914.0
569,Scaffold125,538353.0,539593.0
570,Scaffold125,703780.0,709213.0
571,Scaffold1250,158871.0,161525.0
572,Scaffold1251,117991.0,119651.0
573,Scaffold1252,138377.0,144646.0
574,Scaffold1253,45635.0,48947.0
575,Scaffold1253,56492.0,58546.0
576,Scaffold1253,119675.0,121449.0
577,Scaffold1253,303131.0,320070.0
578,Scaffold1254,4344.0,14197.0
579,Scaffold1254,41712.0,45671.0
580,Scaffold1256,49361.0,53615.0
581,Scaffold1256,462153.0,464225.0
582,Scaffold1259,38188.0,85852.0
583,Scaffold126,361921.0,365877.0
584,Scaffold126,474601.0,477054.0
585,Scaffold126,513082.0,521896.0
586,Scaffold126,542946.0,545213.0
587,Scaffold1260,217.0,13481.0
588,Scaffold1260,41249.0,42954.0
589,Scaffold1261,9521.0,11776.0
590,Scaffold1261,42700.0,47857.0
591,Scaffold1262,177397.0,184226.0
592,Scaffold1263,29531.0,32289.0
593,Scaffold1263,92482.0,122767.0
594,Scaffold1263,168748.0,171723.0
595,Scaffold1264,84120.0,86660.0
596,Scaffold1264,94571.0,96952.0
597,Scaffold1264,197307.0,208681.0
598,Scaffold1265,43381.0,47164.0
599,Scaffold1266,14436.0,20579.0
600,Scaffold1267,88413.0,93079.0
601,Scaffold1267,104413.0,116649.0
602,Scaffold1268,180795.0,181491.0
603,Scaffold127,325961.0,331429.0
604,Scaffold127,367809.0,369151.0
605,Scaffold127,676308.0,678307.0
606,Scaffold1270,66193.0,69695.0
607,Scaffold1271,22557.0,24836.0
608,Scaffold1271,28916.0,31856.0
609,Scaffold1271,55532.0,59778.0
610,Scaffold1271,127211.0,150751.0
611,Scaffold1272,241006.0,242977.0
612,Scaffold1273,29547.0,34542.0
613,Scaffold1274,64244.0,66676.0
614,Scaffold1276,413783.0,415837.0
615,Scaffold1277,22555.0,25570.0
616,Scaffold1278,113537.0,115063.0
617,Scaffold1278,133212.0,140207.0
618,Scaffold128,18763.0,23360.0
619,Scaffold128,41381.0,43022.0
620,Scaffold128,76900.0,80783.0
621,Scaffold128,351319.0,360870.0
622,Scaffold128,400489.0,409352.0
623,Scaffold128,604167.0,606201.0
624,Scaffold128,619931.0,621546.0
625,Scaffold128,757346.0,770455.0
626,Scaffold1282,115261.0,117178.0
627,Scaffold1284,9053.0,11431.0
628,Scaffold1284,242147.0,253997.0
629,Scaffold12849,641.0,1363.0
630,Scaffold1287,41663.0,47201.0
631,Scaffold1287,54856.0,57215.0
632,Scaffold1287,67010.0,81194.0
633,Scaffold1287,160145.0,170848.0
634,Scaffold1288,85388.0,89704.0
635,Scaffold1288,232756.0,237400.0
636,Scaffold129,34541.0,37616.0
637,Scaffold129,174992.0,186517.0
638,Scaffold129,765377.0,770727.0
639,Scaffold129,848987.0,850586.0
640,Scaffold1292,73403.0,78711.0
641,Scaffold1293,37884.0,61886.0
642,Scaffold1299,116445.0,123625.0
643,Scaffold1299,168308.0,186749.0
644,Scaffold1299,187950.0,191840.0
645,Scaffold13,445659.0,448817.0
646,Scaffold13,488080.0,494699.0
647,Scaffold13,754446.0,763110.0
648,Scaffold13,1142017.0,1195068.0
649,Scaffold130,868203.0,873612.0
650,Scaffold1300,15604.0,18448.0
651,Scaffold1301,94670.0,96767.0
652,Scaffold1301,209234.0,213452.0
653,Scaffold1301,321578.0,323798.0
654,Scaffold1301,325240.0,342129.0
655,Scaffold1304,16482.0,58302.0
656,Scaffold1305,241347.0,243640.0
657,Scaffold1306,12472.0,14538.0
658,Scaffold1306,63638.0,65501.0
659,Scaffold1306,115436.0,117707.0
660,Scaffold1306,165512.0,201438.0
661,Scaffold1307,15771.0,17439.0
662,Scaffold1308,97881.0,119323.0
663,Scaffold1309,51627.0,53238.0
664,Scaffold131,85088.0,91888.0
665,Scaffold131,273876.0,278967.0
666,Scaffold131,1069306.0,1077793.0
667,Scaffold1311,25863.0,30266.0
668,Scaffold1312,29466.0,58472.0
669,Scaffold1312,80439.0,94053.0
670,Scaffold1313,23957.0,25842.0
671,Scaffold1313,29792.0,41724.0
672,Scaffold1315,15348.0,30846.0
673,Scaffold132,102877.0,105604.0
674,Scaffold132,170626.0,174257.0
675,Scaffold132,174361.0,176570.0
676,Scaffold132,1079601.0,1080405.0
677,Scaffold1320,12035.0,14908.0
678,Scaffold1320,15336.0,19213.0
679,Scaffold1321,27106.0,35100.0
680,Scaffold1321,41286.0,42991.0
681,Scaffold1321,142411.0,169398.0
682,Scaffold1322,206352.0,209876.0
683,Scaffold1322,215863.0,227916.0
684,Scaffold1322,235888.0,237522.0
685,Scaffold1323,40698.0,48011.0
686,Scaffold1323,102765.0,112561.0
687,Scaffold1325,81137.0,102228.0
688,Scaffold1326,3503.0,29287.0
689,Scaffold1326,96339.0,147669.0
690,Scaffold1326,322155.0,327917.0
691,Scaffold1328,2497.0,4386.0
692,Scaffold1328,17025.0,18003.0
693,Scaffold1328,48059.0,51275.0
694,Scaffold1329,28587.0,31783.0
695,Scaffold1329,217525.0,221396.0
696,Scaffold1329,223209.0,229867.0
697,Scaffold133,123309.0,126794.0
698,Scaffold133,487252.0,490908.0
699,Scaffold133,596314.0,601431.0
700,Scaffold1330,53392.0,56295.0
701,Scaffold1330,80852.0,83227.0
702,Scaffold13302,454.0,1430.0
703,Scaffold1331,14745.0,20133.0
704,Scaffold1331,50474.0,54681.0
705,Scaffold1332,81065.0,94025.0
