first.seqnames	first.start	first.end	first.width	first.strand	second.seqnames	second.start	second.end	second.width	second.strand
Scaffold10006	14065	14117	53	*	Scaffold170	609305	609357	53	*
Scaffold10006	29349	29404	56	*	Scaffold170	618698	618753	56	*
Scaffold10007	10382	10451	70	*	Scaffold114	437851	437920	70	*
Scaffold10007	10380	10448	69	*	Scaffold1212	44683	44751	69	*
Scaffold10007	10374	10434	61	*	Scaffold1268	118811	118871	61	*
Scaffold10007	10385	10448	64	*	Scaffold127	1166229	1166292	64	*
Scaffold10007	10374	10441	68	*	Scaffold184	636839	636906	68	*
Scaffold10007	10380	10453	74	*	Scaffold20121	421	494	74	*
Scaffold10007	10380	10451	72	*	Scaffold3474	5463	5534	72	*
Scaffold10007	10378	10445	68	*	Scaffold438	175967	176034	68	*
Scaffold10007	10385	10446	62	*	Scaffold47	735497	735558	62	*
Scaffold10007	10376	10436	61	*	Scaffold544	597613	597673	61	*
Scaffold10007	10369	10443	75	*	Scaffold623	337181	337255	75	*
Scaffold10007	10389	10449	61	*	Scaffold756	57652	57712	61	*
Scaffold10007	10382	10444	63	*	Scaffold856	175932	175994	63	*
Scaffold10007	10380	10452	73	*	Scaffold96	429627	429699	73	*
Scaffold10007	10377	10442	66	*	Scaffold996	15563	15628	66	*
Scaffold100072	9140	9194	55	*	Scaffold1396	332927	332981	55	*
Scaffold1001	83685	83789	105	*	Scaffold1079	133181	133285	105	*
Scaffold1001	39857	39917	61	*	Scaffold1079	175006	175066	61	*
Scaffold1001	36792	36868	77	*	Scaffold1079	178069	178145	77	*
Scaffold1001	39865	39930	66	*	Scaffold2447	101802	101867	66	*
Scaffold10015	11433	11502	70	*	Scaffold294	521181	521250	70	*
Scaffold1002	80943	81020	78	*	Scaffold13	884128	884205	78	*
Scaffold1002	61502	61558	57	*	Scaffold13	875025	875081	57	*
Scaffold1002	100601	100651	51	*	Scaffold13	901877	901927	51	*
Scaffold1002	103713	103790	78	*	Scaffold13	905205	905282	78	*
Scaffold1002	83003	83072	70	*	Scaffold13	884128	884197	70	*
Scaffold1002	88344	88396	53	*	Scaffold13	890596	890648	53	*
Scaffold1002	117399	117449	51	*	Scaffold13	911465	911515	51	*
Scaffold1002	69119	69197	79	*	Scaffold13	878849	878927	79	*
Scaffold1002	69222	69272	51	*	Scaffold13	878952	879002	51	*
Scaffold10026	986	1069	84	*	Scaffold10	1374598	1374680	83	*
Scaffold10026	1074	1176	103	*	Scaffold10	1374495	1374597	103	*
Scaffold10026	1003	1069	67	*	Scaffold1163	167927	167993	67	*
Scaffold10026	990	1069	80	*	Scaffold1198	181009	181087	79	*
Scaffold10026	1074	1177	104	*	Scaffold1198	180905	181008	104	*
Scaffold10026	1074	1177	104	*	Scaffold11987	344	447	104	*
Scaffold10026	1086	1177	92	*	Scaffold12	934534	934625	92	*
Scaffold10026	1107	1174	68	*	Scaffold1494	23648	23715	68	*
Scaffold10026	1110	1180	71	*	Scaffold1580	112778	112848	71	*
Scaffold10026	1115	1178	64	*	Scaffold161	811071	811134	64	*
Scaffold10026	999	1059	61	*	Scaffold161	289291	289351	61	*
Scaffold10026	1098	1175	78	*	Scaffold168	494811	494888	78	*
Scaffold10026	983	1048	66	*	Scaffold1691	323477	323542	66	*
Scaffold10026	1126	1182	57	*	Scaffold17	146921	146977	57	*
Scaffold10026	1109	1179	71	*	Scaffold184	437123	437193	71	*
Scaffold10026	988	1050	63	*	Scaffold1896	215223	215285	63	*
Scaffold10026	1118	1179	62	*	Scaffold1910	114819	114880	62	*
Scaffold10026	1120	1177	58	*	Scaffold1986	95920	95977	58	*
Scaffold10026	984	1055	72	*	Scaffold1997	67599	67670	72	*
Scaffold10026	986	1058	73	*	Scaffold2009	90083	90155	73	*
Scaffold10026	1074	1177	104	*	Scaffold248	63726	63829	104	*
Scaffold10026	1000	1061	62	*	Scaffold249	89554	89615	62	*
Scaffold10026	1007	1063	57	*	Scaffold2533	39923	39979	57	*
Scaffold10026	989	1052	64	*	Scaffold267	505225	505288	64	*
Scaffold10026	1077	1170	94	*	Scaffold2767	8890	8983	94	*
Scaffold10026	1095	1176	82	*	Scaffold2883	4777	4858	82	*
Scaffold10026	1113	1180	68	*	Scaffold29789	1	68	68	*
Scaffold10026	992	1057	66	*	Scaffold3	638096	638161	66	*
Scaffold10026	990	1069	80	*	Scaffold31122	615	693	79	*
Scaffold10026	1074	1177	104	*	Scaffold31122	511	614	104	*
Scaffold10026	1080	1178	99	*	Scaffold38	141682	141780	99	*
Scaffold10026	1112	1178	67	*	Scaffold391	341981	342047	67	*
Scaffold10026	1104	1180	77	*	Scaffold391	323813	323889	77	*
Scaffold10026	1076	1132	57	*	Scaffold400	284764	284820	57	*
Scaffold10026	1003	1068	66	*	Scaffold449	339549	339614	66	*
Scaffold10026	1101	1181	81	*	Scaffold501	545390	545470	81	*
Scaffold10026	1077	1177	101	*	Scaffold547	175626	175726	101	*
Scaffold10026	1080	1172	93	*	Scaffold559	458732	458824	93	*
Scaffold10026	1106	1176	71	*	Scaffold6055	2240	2310	71	*
Scaffold10026	1081	1180	100	*	Scaffold623	429772	429871	100	*
Scaffold10026	1012	1071	60	*	Scaffold658	14400	14459	60	*
Scaffold10026	1109	1176	68	*	Scaffold69	527721	527788	68	*
Scaffold10026	983	1040	58	*	Scaffold698	95502	95559	58	*
Scaffold10026	985	1042	58	*	Scaffold713	167645	167702	58	*
Scaffold10026	987	1064	78	*	Scaffold728	240426	240503	78	*
Scaffold10026	1101	1179	79	*	Scaffold730	186250	186328	79	*
Scaffold10026	1073	1125	53	*	Scaffold865	198160	198212	53	*
Scaffold10026	1117	1176	60	*	Scaffold88	667685	667744	60	*
Scaffold10026	986	1058	73	*	Scaffold90	452158	452230	73	*
Scaffold10026	998	1064	67	*	Scaffold96	185619	185685	67	*
Scaffold10026	1074	1177	104	*	Scaffold9603	365	468	104	*
Scaffold10026	997	1061	65	*	Scaffold999	106560	106624	65	*
Scaffold10026	1074	1177	104	*	Scaffold999	106449	106552	104	*
Scaffold1003	60582	60634	53	*	Scaffold668	59328	59380	53	*
Scaffold100345	73	145	73	*	Scaffold868	15967	16039	73	*
Scaffold10038	29648	29697	50	*	Scaffold119	964450	964499	50	*
Scaffold10038	29501	29615	115	*	Scaffold119	964303	964417	115	*
Scaffold10038	29329	29382	54	*	Scaffold119	964131	964184	54	*
Scaffold10039	31722	31773	52	*	Scaffold3554	17991	18042	52	*
Scaffold10040	6531	6589	59	*	Scaffold122	966270	966328	59	*
Scaffold10040	8750	8801	52	*	Scaffold122	963875	963926	52	*
Scaffold10040	6592	6645	54	*	Scaffold122	966214	966267	54	*
Scaffold10040	6767	6837	71	*	Scaffold122	966022	966093	72	*
Scaffold10041	32488	32541	54	*	Scaffold396	432520	432573	54	*
Scaffold10041	32258	32311	54	*	Scaffold396	432520	432573	54	*
Scaffold10044	11827	11889	63	*	Scaffold400	96964	97026	63	*
Scaffold10044	19404	19522	119	*	Scaffold400	90287	90405	119	*
Scaffold10044	24507	24559	53	*	Scaffold400	86233	86285	53	*
Scaffold10044	27685	27749	65	*	Scaffold400	83280	83344	65	*
Scaffold10044	24382	24468	87	*	Scaffold400	86319	86405	87	*
Scaffold10044	19572	19670	99	*	Scaffold400	90139	90237	99	*
Scaffold10044	27769	27905	137	*	Scaffold400	83123	83260	138	*
Scaffold10044	18884	18951	68	*	Scaffold400	90838	90905	68	*
Scaffold10044	19095	19184	90	*	Scaffold400	90603	90692	90	*
Scaffold10044	48651	48700	50	*	Scaffold400	72705	72754	50	*
Scaffold10049	28289	28345	57	*	Scaffold38	360577	360633	57	*
Scaffold10049	76782	76850	69	*	Scaffold663	134949	135017	69	*
Scaffold10049	13771	13833	63	*	Scaffold663	190844	190906	63	*
Scaffold10049	29252	29301	50	*	Scaffold663	178773	178822	50	*
Scaffold10049	87318	87369	52	*	Scaffold663	123648	123699	52	*
Scaffold10049	53777	53827	51	*	Scaffold663	156769	156819	51	*
Scaffold10049	65054	65106	53	*	Scaffold663	144971	145023	53	*
Scaffold10049	36600	36651	52	*	Scaffold663	171635	171686	52	*
Scaffold10049	16629	16687	59	*	Scaffold663	188154	188211	58	*
Scaffold10049	61992	62041	50	*	Scaffold663	148176	148225	50	*
Scaffold10049	33755	33901	147	*	Scaffold663	174742	174888	147	*
Scaffold10049	35361	35421	61	*	Scaffold663	173071	173130	60	*
Scaffold10049	62087	62137	51	*	Scaffold663	148089	148139	51	*
Scaffold10049	26660	26711	52	*	Scaffold663	182169	182220	52	*
Scaffold1005	22203	22260	58	*	Scaffold1074	41319	41376	58	*
Scaffold1005	75226	75275	50	*	Scaffold1074	68287	68336	50	*
Scaffold1006	32485	32549	65	*	Scaffold15285	26149	26213	65	*
Scaffold1006	52444	52517	74	*	Scaffold15285	14096	14169	74	*
Scaffold1006	46734	46783	50	*	Scaffold15285	15158	15207	50	*
Scaffold1006	34600	34670	71	*	Scaffold15285	25027	25097	71	*
Scaffold1006	36372	36438	67	*	Scaffold15285	23226	23291	66	*
Scaffold1006	66283	66338	56	*	Scaffold1763	13775	13829	55	*
Scaffold1006	30770	30844	75	*	Scaffold1763	70561	70635	75	*
Scaffold1006	30683	30767	85	*	Scaffold1763	70638	70722	85	*
Scaffold1006	36372	36438	67	*	Scaffold1763	67209	67274	66	*
Scaffold1006	34600	34670	71	*	Scaffold1763	68980	69050	71	*
Scaffold1006	52444	52517	74	*	Scaffold1763	59082	59155	74	*
Scaffold1006	46689	46783	95	*	Scaffold1763	59923	60017	95	*
Scaffold1006	52444	52517	74	*	Scaffold1763	110	183	74	*
Scaffold1006	30846	30905	60	*	Scaffold1763	70501	70560	60	*
Scaffold1006	28787	28836	50	*	Scaffold1763	73568	73617	50	*
Scaffold10061	58549	58613	65	*	Scaffold122	148510	148574	65	*
Scaffold10061	47809	47894	86	*	Scaffold122	138997	139082	86	*
Scaffold10061	77197	77247	51	*	Scaffold122	166748	166798	51	*
Scaffold10061	53956	54011	56	*	Scaffold122	143790	143845	56	*
Scaffold10061	42429	42482	54	*	Scaffold5224	6736	6790	55	*
Scaffold10061	42654	42716	63	*	Scaffold5224	6973	7034	62	*
Scaffold10064	1690	1749	60	*	Scaffold3000	3348	3407	60	*
Scaffold10064	42751	42813	63	*	Scaffold470	293407	293469	63	*
Scaffold10065	6286	6344	59	*	Scaffold13579	1251	1309	59	*
Scaffold1007	57952	58024	73	*	Scaffold26	799425	799497	73	*
Scaffold1007	20994	21058	65	*	Scaffold26	765405	765469	65	*
Scaffold1007	57952	58024	73	*	Scaffold3844	18546	18618	73	*
Scaffold10070	5561	5626	66	*	Scaffold573	489643	489708	66	*
Scaffold10070	18	82	65	*	Scaffold573	494586	494649	64	*
Scaffold10070	8424	8489	66	*	Scaffold573	489643	489708	66	*
Scaffold10070	87	154	68	*	Scaffold573	494514	494581	68	*
Scaffold10082	25359	25451	93	*	Scaffold153	308112	308204	93	*
Scaffold10082	25458	25513	56	*	Scaffold153	308211	308266	56	*
Scaffold10086	31198	31306	109	*	Scaffold402	434989	435096	108	*
Scaffold10086	10755	10805	51	*	Scaffold402	386120	386170	51	*
Scaffold10086	8073	8123	51	*	Scaffold402	386120	386170	51	*
Scaffold100862	40	92	53	*	Scaffold2330	257384	257436	53	*
Scaffold101	147283	147339	57	*	Scaffold144	588817	588873	57	*
Scaffold101	147228	147301	74	*	Scaffold1647	83279	83352	74	*
Scaffold101	147043	147108	66	*	Scaffold1647	83094	83159	66	*
Scaffold101	146961	147016	56	*	Scaffold1647	83012	83067	56	*
Scaffold101	122085	122142	58	*	Scaffold170	636144	636201	58	*
Scaffold101	109906	109969	64	*	Scaffold1763	124157	124220	64	*
Scaffold101	147099	147158	60	*	Scaffold1873	78319	78378	60	*
Scaffold101	147218	147281	64	*	Scaffold188	549016	549078	63	*
Scaffold101	147133	147201	69	*	Scaffold188	548931	548999	69	*
Scaffold101	96881	96932	52	*	Scaffold2061	83020	83071	52	*
Scaffold101	84377	84427	51	*	Scaffold224	370827	370877	51	*
Scaffold101	76763	76888	126	*	Scaffold224	378453	378578	126	*
Scaffold101	41343	41419	77	*	Scaffold224	403728	403804	77	*
Scaffold101	124937	124991	55	*	Scaffold224	339901	339955	55	*
Scaffold101	142153	142237	85	*	Scaffold224	321029	321114	86	*
Scaffold101	110721	110774	54	*	Scaffold224	352261	352314	54	*
Scaffold101	121278	121333	56	*	Scaffold224	342673	342728	56	*
Scaffold101	162898	162961	64	*	Scaffold224	303242	303305	64	*
Scaffold101	55086	55137	52	*	Scaffold224	394795	394846	52	*
Scaffold101	179789	179844	56	*	Scaffold224	289369	289424	56	*
Scaffold101	179707	179768	62	*	Scaffold224	289445	289506	62	*
Scaffold101	152877	152936	60	*	Scaffold224	311533	311592	60	*
Scaffold101	41343	41419	77	*	Scaffold224	427585	427661	77	*
Scaffold101	65775	65856	82	*	Scaffold224	384509	384590	82	*
Scaffold101	141984	142036	53	*	Scaffold224	321238	321290	53	*
Scaffold101	152718	152778	61	*	Scaffold224	311689	311749	61	*
Scaffold101	132072	132125	54	*	Scaffold2390	18658	18711	54	*
Scaffold101	147288	147347	60	*	Scaffold242	280780	280839	60	*
Scaffold101	147237	147286	50	*	Scaffold242	280729	280778	50	*
Scaffold101	147063	147118	56	*	Scaffold283	692317	692372	56	*
Scaffold101	147008	147059	52	*	Scaffold288	299075	299126	52	*
Scaffold101	147235	147290	56	*	Scaffold3672	288	343	56	*
Scaffold101	96854	96906	53	*	Scaffold374	21442	21494	53	*
Scaffold101	147191	147255	65	*	Scaffold3989	21703	21767	65	*
Scaffold101	132070	132124	55	*	Scaffold511	870179	870233	55	*
Scaffold101	147068	147348	281	*	Scaffold5191	8276	8556	281	*
Scaffold101	146947	147009	63	*	Scaffold5191	8641	8703	63	*
Scaffold101	147010	147066	57	*	Scaffold5191	8558	8614	57	*
Scaffold101	105396	105559	164	*	Scaffold558	394150	394313	164	*
Scaffold101	96860	96914	55	*	Scaffold572	225425	225479	55	*
Scaffold101	147043	147108	66	*	Scaffold6119	49878	49943	66	*
Scaffold101	146961	147016	56	*	Scaffold6119	49796	49851	56	*
Scaffold101	147228	147301	74	*	Scaffold6119	50063	50136	74	*
Scaffold101	122090	122141	52	*	Scaffold622	166089	166140	52	*
Scaffold101	122810	122862	53	*	Scaffold622	166273	166325	53	*
Scaffold101	131675	131727	53	*	Scaffold668	10309	10361	53	*
Scaffold101	147254	147315	62	*	Scaffold937	60763	60824	62	*
Scaffold10100	34393	34442	50	*	Scaffold698	80831	80880	50	*
Scaffold10100	40621	40671	51	*	Scaffold698	76091	76141	51	*
Scaffold10100	25728	25797	70	*	Scaffold698	89918	89987	70	*
Scaffold10100	38754	38833	80	*	Scaffold698	77352	77431	80	*
Scaffold10102	15547	15612	66	*	Scaffold202	744843	744908	66	*
Scaffold10102	20427	20493	67	*	Scaffold202	744843	744909	67	*
Scaffold10104	31180	31236	57	*	Scaffold704	195401	195457	57	*
Scaffold1011	82139	82202	64	*	Scaffold340	645936	645999	64	*
Scaffold10111	50314	50363	50	*	Scaffold411	298945	298994	50	*
Scaffold10112	26697	26764	68	*	Scaffold8391	3967	4034	68	*
Scaffold10114	5689	5760	72	*	Scaffold1831	35416	35487	72	*
Scaffold10114	6008	6119	112	*	Scaffold1831	1211	1323	113	*
Scaffold10114	6121	6187	67	*	Scaffold1831	1143	1209	67	*
Scaffold10114	5555	5685	131	*	Scaffold1831	35493	35622	130	*
Scaffold10114	5822	5939	118	*	Scaffold1831	1390	1507	118	*
Scaffold10114	6121	6190	70	*	Scaffold55	1296183	1296252	70	*
Scaffold10114	6014	6119	106	*	Scaffold55	1296254	1296360	107	*
Scaffold10119	21273	21328	56	*	Scaffold633	196351	196406	56	*
Scaffold1013	31222	31277	56	*	Scaffold755	178882	178937	56	*
Scaffold10131	5921	5985	65	*	Scaffold28	605444	605508	65	*
Scaffold101324	773	825	53	*	Scaffold22659	143	195	53	*
Scaffold101376	3526	3604	79	*	Scaffold404	166355	166433	79	*
Scaffold101376	3526	3606	81	*	Scaffold404	177475	177555	81	*
Scaffold10139	9069	9131	63	*	Scaffold1446	168820	168882	63	*
Scaffold1014	69380	69438	59	*	Scaffold2782	51312	51370	59	*
Scaffold1014	99260	99320	61	*	Scaffold30079	1134	1194	61	*
Scaffold1014	93106	93164	59	*	Scaffold394	292665	292723	59	*
Scaffold1014	68349	68412	64	*	Scaffold394	276816	276879	64	*
Scaffold1014	103819	103877	59	*	Scaffold394	307856	307914	59	*
Scaffold1014	99260	99320	61	*	Scaffold394	302867	302927	61	*
Scaffold1014	67204	67279	76	*	Scaffold394	275586	275661	76	*
Scaffold10141	19817	19880	64	*	Scaffold763	57074	57137	64	*
Scaffold10141	19817	19875	59	*	Scaffold763	49662	49720	59	*
Scaffold10143	19419	19486	68	*	Scaffold650	215810	215877	68	*
Scaffold10143	45830	45901	72	*	Scaffold650	239936	240007	72	*
Scaffold10143	18057	18107	51	*	Scaffold650	214759	214809	51	*
Scaffold10143	28294	28358	65	*	Scaffold650	222487	222551	65	*
Scaffold10143	26156	26217	62	*	Scaffold650	220695	220756	62	*
Scaffold10144	10477	10576	100	*	Scaffold65	282187	282286	100	*
Scaffold1015	24777	24826	50	*	Scaffold949	215203	215252	50	*
Scaffold10151	6228	6295	68	*	Scaffold104	432389	432456	68	*
Scaffold10151	26095	26191	97	*	Scaffold104	443754	443850	97	*
Scaffold10151	7603	7670	68	*	Scaffold104	434502	434569	68	*
Scaffold10151	14357	14408	52	*	Scaffold104	437430	437481	52	*
Scaffold10154	8078	8133	56	*	Scaffold800	209558	209613	56	*
Scaffold1016	131295	131360	66	*	Scaffold1117	434075	434140	66	*
Scaffold1016	165622	165692	71	*	Scaffold1117	464051	464122	72	*
Scaffold1016	24798	24849	52	*	Scaffold1117	283655	283706	52	*
Scaffold1016	117937	118036	100	*	Scaffold1117	418483	418582	100	*
Scaffold1016	21348	21421	74	*	Scaffold1117	280812	280885	74	*
Scaffold1016	75418	75476	59	*	Scaffold1117	333600	333658	59	*
Scaffold1016	136657	136723	67	*	Scaffold1117	439319	439386	68	*
Scaffold1016	121690	121761	72	*	Scaffold1117	397660	397731	72	*
Scaffold1016	50182	50233	52	*	Scaffold1117	306987	307038	52	*
Scaffold1016	67820	67874	55	*	Scaffold1117	326853	326908	56	*
Scaffold1016	158496	158562	67	*	Scaffold1117	456076	456142	67	*
Scaffold1016	108986	109103	118	*	Scaffold1117	370045	370162	118	*
Scaffold1016	68961	69019	59	*	Scaffold1117	328016	328074	59	*
Scaffold1016	132415	132473	59	*	Scaffold1117	435152	435210	59	*
Scaffold1016	67745	67794	50	*	Scaffold1117	326778	326827	50	*
Scaffold1016	178419	178468	50	*	Scaffold1117	477017	477065	49	*
Scaffold1016	130135	130185	51	*	Scaffold1117	432907	432957	51	*
Scaffold1016	24517	24569	53	*	Scaffold1117	283392	283444	53	*
Scaffold1016	52573	52645	73	*	Scaffold1117	309045	309117	73	*
Scaffold1016	166816	166880	65	*	Scaffold1117	465368	465430	63	*
Scaffold1016	71676	71735	60	*	Scaffold1117	330833	330892	60	*
Scaffold1016	104352	104433	82	*	Scaffold1117	367503	367584	82	*
Scaffold1016	74199	74265	67	*	Scaffold1117	333525	333591	67	*
Scaffold1016	39457	39548	92	*	Scaffold1117	296322	296413	92	*
Scaffold1016	21425	21474	50	*	Scaffold1117	280889	280938	50	*
Scaffold1016	172680	172743	64	*	Scaffold1117	471354	471417	64	*
Scaffold1016	122905	123006	102	*	Scaffold1117	425096	425197	102	*
Scaffold1016	28171	28264	94	*	Scaffold1117	286756	286849	94	*
Scaffold1016	145058	145109	52	*	Scaffold1117	444204	444255	52	*
Scaffold1016	117937	118036	100	*	Scaffold1117	392412	392511	100	*
Scaffold1016	64493	64545	53	*	Scaffold1117	323227	323279	53	*
Scaffold1016	39614	39689	76	*	Scaffold1117	296480	296555	76	*
Scaffold1016	106155	106234	80	*	Scaffold1117	367503	367582	80	*
Scaffold1016	121690	121761	72	*	Scaffold1117	424168	424239	72	*
Scaffold1016	113261	113327	67	*	Scaffold1117	388061	388127	67	*
Scaffold1016	121886	121939	54	*	Scaffold1117	424366	424419	54	*
Scaffold1016	186680	186757	78	*	Scaffold1117	484407	484484	78	*
Scaffold1016	75344	75396	53	*	Scaffold1117	333525	333577	53	*
Scaffold1016	67897	67960	64	*	Scaffold1117	326931	326994	64	*
Scaffold1016	157377	157448	72	*	Scaffold1117	454795	454866	72	*
Scaffold1016	108029	108080	52	*	Scaffold1117	369388	369439	52	*
Scaffold1016	169586	169646	61	*	Scaffold1117	468225	468285	61	*
Scaffold1016	37427	37478	52	*	Scaffold1117	293930	293981	52	*
Scaffold1016	154108	154169	62	*	Scaffold1117	451182	451243	62	*
Scaffold1016	115948	115999	52	*	Scaffold1117	390323	390374	52	*
Scaffold1016	172456	172526	71	*	Scaffold1117	471107	471177	71	*
Scaffold1016	165443	165498	56	*	Scaffold1117	463859	463914	56	*
Scaffold1016	178719	178774	56	*	Scaffold1117	477303	477358	56	*
Scaffold1016	74274	74332	59	*	Scaffold1117	333600	333658	59	*
Scaffold1016	28906	28992	87	*	Scaffold1117	286756	286842	87	*
Scaffold1016	44258	44310	53	*	Scaffold1117	300819	300871	53	*
Scaffold1016	172385	172451	67	*	Scaffold1117	471036	471102	67	*
Scaffold1016	92194	92261	68	*	Scaffold24462	205	272	68	*
Scaffold1016	87666	87728	63	*	Scaffold5555	21761	21822	62	*
Scaffold1016	94773	94832	60	*	Scaffold5555	26885	26944	60	*
Scaffold1016	67820	67874	55	*	Scaffold5555	4592	4647	56	*
Scaffold1016	67746	67815	70	*	Scaffold5555	4518	4587	70	*
Scaffold1016	86185	86243	59	*	Scaffold5555	20203	20261	59	*
Scaffold1016	71676	71735	60	*	Scaffold5555	8496	8555	60	*
Scaffold1016	68961	69019	59	*	Scaffold5555	5754	5812	59	*
Scaffold1016	94773	94832	60	*	Scaffold5555	25308	25367	60	*
Scaffold1016	92142	92191	50	*	Scaffold5555	22515	22564	50	*
Scaffold1016	74274	74330	57	*	Scaffold5555	11202	11258	57	*
Scaffold1016	74199	74265	67	*	Scaffold5555	11127	11193	67	*
Scaffold1016	92195	92261	67	*	Scaffold5555	22568	22634	67	*
Scaffold1016	67880	67960	81	*	Scaffold5555	4653	4733	81	*
Scaffold1016	64493	64545	53	*	Scaffold5555	969	1021	53	*
Scaffold101617	116	183	68	*	Scaffold11077	716	783	68	*
Scaffold1017	20647	20695	49	*	Scaffold197	711202	711251	50	*
Scaffold1017	19132	19183	52	*	Scaffold197	717692	717743	52	*
Scaffold1017	44935	44986	52	*	Scaffold197	692050	692101	52	*
Scaffold1017	32076	32130	55	*	Scaffold197	702946	703000	55	*
Scaffold1017	2482	2532	51	*	Scaffold197	726492	726542	51	*
Scaffold10171	23382	23439	58	*	Scaffold405	608141	608198	58	*
Scaffold10172	30663	30730	68	*	Scaffold636	164889	164956	68	*
Scaffold10178	10394	10482	89	*	Scaffold213	56764	56852	89	*
Scaffold10178	9863	9912	50	*	Scaffold213	58279	58328	50	*
Scaffold10179	30820	30873	54	*	Scaffold1404	92063	92116	54	*
Scaffold10181	10090	10149	60	*	Scaffold1584	105851	105910	60	*
Scaffold101851	364	432	69	*	Scaffold77	1031156	1031224	69	*
Scaffold10187	93803	93858	56	*	Scaffold32	641213	641268	56	*
Scaffold10187	64028	64090	63	*	Scaffold688	120577	120639	63	*
Scaffold10187	96552	96640	89	*	Scaffold688	95180	95268	89	*
Scaffold10187	14912	14987	76	*	Scaffold688	162779	162854	76	*
Scaffold10187	85631	85704	74	*	Scaffold688	103366	103439	74	*
Scaffold10187	98419	98494	76	*	Scaffold688	93167	93242	76	*
Scaffold10187	54758	54919	162	*	Scaffold688	123884	124045	162	*
Scaffold10187	14493	14552	60	*	Scaffold688	163225	163284	60	*
Scaffold10187	98036	98136	101	*	Scaffold688	93523	93623	101	*
Scaffold10187	68149	68199	51	*	Scaffold688	116005	116055	51	*
Scaffold10187	95817	95890	74	*	Scaffold688	95891	95964	74	*
Scaffold10187	96796	96860	65	*	Scaffold688	94967	95031	65	*
Scaffold10187	26563	26615	53	*	Scaffold688	151894	151946	53	*
Scaffold10187	68681	68787	107	*	Scaffold688	115422	115528	107	*
Scaffold10187	30694	30781	88	*	Scaffold688	148079	148166	88	*
Scaffold10187	24971	25038	68	*	Scaffold688	153210	153277	68	*
Scaffold10187	63925	63985	61	*	Scaffold688	120682	120742	61	*
Scaffold10187	69001	69062	62	*	Scaffold688	115090	115151	62	*
Scaffold10187	34161	34237	77	*	Scaffold688	144317	144393	77	*
Scaffold10187	85780	85832	53	*	Scaffold688	103236	103288	53	*
Scaffold10187	68028	68146	119	*	Scaffold688	116058	116176	119	*
Scaffold10187	69505	69571	67	*	Scaffold688	114582	114648	67	*
Scaffold10187	54959	55096	138	*	Scaffold688	123709	123846	138	*
Scaffold10187	101224	101286	63	*	Scaffold688	90259	90321	63	*
Scaffold10187	30532	30666	135	*	Scaffold688	148194	148328	135	*
Scaffold10187	40454	40532	79	*	Scaffold688	135619	135697	79	*
Scaffold10187	96405	96491	87	*	Scaffold688	95329	95415	87	*
Scaffold10187	55889	55959	71	*	Scaffold688	122547	122617	71	*
