# Sp-Alx1 ChIP-seq peaks generated by MACS2. Column 1: Peak location in the S. purpuratus genome (version 3.1) scaffold. Column 2: Peak start coordinate. Column 3: Peak end coordinate. Column 4: Length of peak region. Column 5: Absolute peak summit position. Column 6: Pileup height at peak summit. Column 7: -log10(p-value) for peak summit. Column 8: Fold enrichment for peak summit against random Poisson distribution with local lambda. Column 9: -log10(q-value) at peak summit. Column 10: Designated name for peak.,,,,,,,,,
# This file is generated by MACS version 2.1.2,,,,,,,,,
# Command line: callpeak -t Alx1FTC9M10align1filtered.bam -c MockFTC9M10align1filtered.bam -f BAM -g 8e+8 -m 5 50 -p 0.005 -n Alx1FTC9M10_5_50_p005,,,,,,,,,
# ARGUMENTS LIST:,,,,,,,,,
# name = Alx1FTC9M10_5_50_p005,,,,,,,,,
# format = BAM,,,,,,,,,
# ChIP-seq file = ['Alx1FTC9M10align1filtered.bam'],,,,,,,,,
# control file = ['MockFTC9M10align1filtered.bam'],,,,,,,,,
# effective genome size = 8.00e+08,,,,,,,,,
# band width = 300,,,,,,,,,
"# model fold = [5, 50]",,,,,,,,,
# pvalue cutoff = 5.00e-03,,,,,,,,,
# qvalue will not be calculated and reported as -1 in the final output.,,,,,,,,,
# The maximum gap between significant sites is assigned as the read length/tag size.,,,,,,,,,
"# The minimum length of peaks is assigned as the predicted fragment length ""d"".",,,,,,,,,
Scaffold1,760116,760350,235,760207,42.05,14.01293,3.91329,9.38366,Alx1FTC9M10_5_50_p005_peak_5
Scaffold1,892105,892294,190,892265,10.51,2.88637,2.49708,0.16061,Alx1FTC9M10_5_50_p005_peak_6
Scaffold1,904518,904747,230,904652,12.26,6.42717,4.26615,2.68067,Alx1FTC9M10_5_50_p005_peak_7
Scaffold1,1009681,1009870,190,1009749,8.76,2.41987,2.4399,0,Alx1FTC9M10_5_50_p005_peak_8
Scaffold1,1533040,1533275,236,1533199,10.51,3.53412,2.87788,0.49244,Alx1FTC9M10_5_50_p005_peak_9
Scaffold10,52012,52322,311,52270,13.14,5.46828,3.53486,1.90613,Alx1FTC9M10_5_50_p005_peak_10
Scaffold10,138854,139117,264,138961,34.16,3.60613,1.85066,0.53633,Alx1FTC9M10_5_50_p005_peak_11
Scaffold10,343026,343510,485,343235,29.78,16.03933,6.15654,11.2839,Alx1FTC9M10_5_50_p005_peak_12
Scaffold10,721940,722131,192,722012,15.77,5.07697,3.23693,1.60976,Alx1FTC9M10_5_50_p005_peak_13
Scaffold10,939154,939346,193,939292,21.9,5.34426,2.86238,1.80504,Alx1FTC9M10_5_50_p005_peak_14
Scaffold10,971252,971462,211,971348,35.91,8.70635,3.0762,4.59991,Alx1FTC9M10_5_50_p005_peak_15
Scaffold10,1206087,1206281,195,1206182,14.02,6.17368,3.75385,2.46721,Alx1FTC9M10_5_50_p005_peak_16
Scaffold10,1295568,1295757,190,1295674,12.26,4.21836,3.00078,0.9617,Alx1FTC9M10_5_50_p005_peak_17
Scaffold10,1360233,1360457,225,1360451,8.76,2.41987,2.4399,0,Alx1FTC9M10_5_50_p005_peak_18
Scaffold10,1371910,1372104,195,1372098,14.02,3.6454,2.50256,0.54221,Alx1FTC9M10_5_50_p005_peak_19
Scaffold10,1386289,1386531,243,1386392,22.77,9.49283,4.42737,5.27135,Alx1FTC9M10_5_50_p005_peak_20
Scaffold10,1862811,1863009,199,1862977,15.77,5.31046,3.35346,1.79124,Alx1FTC9M10_5_50_p005_peak_21
Scaffold100,76704,76893,190,76764,12.26,5.05217,3.46214,1.59396,Alx1FTC9M10_5_50_p005_peak_22
Scaffold100,145407,145625,219,145543,27.15,8.74288,3.51935,4.62003,Alx1FTC9M10_5_50_p005_peak_23
Scaffold100,153626,153873,248,153699,10.51,4.25618,3.31745,0.98541,Alx1FTC9M10_5_50_p005_peak_24
Scaffold100,247830,248019,190,247963,10.51,4.53205,3.4894,1.20252,Alx1FTC9M10_5_50_p005_peak_25
Scaffold100,273248,273463,216,273386,10.51,4.56426,3.50961,1.23016,Alx1FTC9M10_5_50_p005_peak_26
Scaffold100,657615,657850,236,657769,10.51,4.25618,3.31745,0.98541,Alx1FTC9M10_5_50_p005_peak_27
Scaffold100,873872,874061,190,874031,10.51,3.48639,2.84939,0.46801,Alx1FTC9M10_5_50_p005_peak_28
Scaffold100,911051,911369,319,911297,9.64,3.872,3.24255,0.71895,Alx1FTC9M10_5_50_p005_peak_29
Scaffold1002,22408,22640,233,22507,14.89,2.85376,2.27019,0.13982,Alx1FTC9M10_5_50_p005_peak_30
Scaffold1002,154084,154273,190,154127,11.39,3.85171,2.92849,0.70498,Alx1FTC9M10_5_50_p005_peak_31
Scaffold1006,96854,97082,229,96926,14.02,3.7002,2.52784,0.58977,Alx1FTC9M10_5_50_p005_peak_32
Scaffold1008,138430,138619,190,138559,13.14,6.84874,4.3108,3.02669,Alx1FTC9M10_5_50_p005_peak_33
Scaffold1008,139908,140188,281,140062,12.26,6.6833,4.42115,2.87839,Alx1FTC9M10_5_50_p005_peak_34
Scaffold1008,142822,143129,308,143004,20.15,14.2141,7.04904,9.56949,Alx1FTC9M10_5_50_p005_peak_35
Scaffold1008,258666,258986,321,258868,85.84,45.54317,7.23702,39.81968,Alx1FTC9M10_5_50_p005_peak_36
Scaffold1009,13891,14080,190,13963,9.64,2.95763,2.65889,0.16061,Alx1FTC9M10_5_50_p005_peak_37
Scaffold101,178872,179153,282,179001,32.41,8.1324,3.03732,4.10142,Alx1FTC9M10_5_50_p005_peak_38
Scaffold101,223613,223815,203,223741,23.65,6.41011,3.08137,2.66501,Alx1FTC9M10_5_50_p005_peak_39
Scaffold101,801136,801404,269,801251,8.76,3.21926,2.97549,0.32137,Alx1FTC9M10_5_50_p005_peak_40
Scaffold1011,26473,26809,337,26657,28.03,18.36732,7.25769,13.50651,Alx1FTC9M10_5_50_p005_peak_41
Scaffold1013,117384,117612,229,117510,35.04,3.48503,1.80192,0.46801,Alx1FTC9M10_5_50_p005_peak_42
Scaffold1015,88207,88487,281,88352,12.26,5.71492,3.84337,2.11047,Alx1FTC9M10_5_50_p005_peak_43
Scaffold1016,106209,106453,245,106357,8.76,3.4587,3.13915,0.45166,Alx1FTC9M10_5_50_p005_peak_44
Scaffold1019,207031,207236,206,207056,17.52,3.44155,2.3149,0.43663,Alx1FTC9M10_5_50_p005_peak_45
Scaffold1026,21366,21566,201,21481,9.64,4.33257,3.54519,1.04379,Alx1FTC9M10_5_50_p005_peak_46
Scaffold1026,43143,43388,246,43306,13.14,5.5273,3.56696,1.95551,Alx1FTC9M10_5_50_p005_peak_47
Scaffold1026,47886,48266,381,48144,23.65,12.39789,5.57714,7.90386,Alx1FTC9M10_5_50_p005_peak_48
Scaffold1027,276995,277184,190,277032,14.02,4.70046,3.00308,1.32417,Alx1FTC9M10_5_50_p005_peak_49
Scaffold1029,374241,374443,203,374406,12.26,3.5729,2.65801,0.51292,Alx1FTC9M10_5_50_p005_peak_50
Scaffold103,268593,268803,211,268637,7.88,2.60975,2.70843,0.0159,Alx1FTC9M10_5_50_p005_peak_51
Scaffold103,508921,509440,520,509100,31.53,15.15365,5.42243,10.45231,Alx1FTC9M10_5_50_p005_peak_52
Scaffold103,516972,517549,578,517225,51.68,18.43098,4.39014,13.56788,Alx1FTC9M10_5_50_p005_peak_53
Scaffold103,618327,618574,248,618498,14.89,3.6454,2.64856,0.54221,Alx1FTC9M10_5_50_p005_peak_54
Scaffold103,743925,744123,199,744064,8.76,4.03748,3.53984,0.84025,Alx1FTC9M10_5_50_p005_peak_55
Scaffold103,813998,814207,210,814070,12.26,5.57275,3.76055,1.99493,Alx1FTC9M10_5_50_p005_peak_56
Scaffold1030,61872,62349,478,62239,21.02,6.40804,3.14615,2.66501,Alx1FTC9M10_5_50_p005_peak_57
Scaffold1030,66037,66265,229,66196,14.02,3.88013,2.61137,0.72367,Alx1FTC9M10_5_50_p005_peak_58
Scaffold1030,82977,83186,210,83100,39.42,6.48464,2.37754,2.71093,Alx1FTC9M10_5_50_p005_peak_59
Scaffold1030,95349,95541,193,95412,14.02,5.48872,3.39715,1.92015,Alx1FTC9M10_5_50_p005_peak_60
Scaffold10314,1292,1499,208,1453,15.77,5.31046,3.35346,1.79124,Alx1FTC9M10_5_50_p005_peak_61
Scaffold1032,282000,282216,217,282060,7.88,2.8408,2.87497,0.13582,Alx1FTC9M10_5_50_p005_peak_62
Scaffold1033,237051,237240,190,237096,12.26,6.93299,4.57361,3.09707,Alx1FTC9M10_5_50_p005_peak_63
Scaffold1035,280462,280659,198,280602,14.89,3.6454,2.64856,0.54221,Alx1FTC9M10_5_50_p005_peak_64
Scaffold1035,290641,290984,344,290796,13.14,5.72021,3.67258,2.1144,Alx1FTC9M10_5_50_p005_peak_65
Scaffold1035,334383,334586,204,334429,9.64,3.90099,3.26145,0.73777,Alx1FTC9M10_5_50_p005_peak_66
Scaffold1036,88911,89100,190,88982,14.02,4.70046,3.00308,1.32417,Alx1FTC9M10_5_50_p005_peak_67
Scaffold1036,90747,90986,240,90864,17.52,3.44155,2.3149,0.43663,Alx1FTC9M10_5_50_p005_peak_68
Scaffold1036,254035,254438,404,254087,13.14,3.7261,2.63304,0.60725,Alx1FTC9M10_5_50_p005_peak_69
Scaffold1038,77768,77986,219,77931,15.77,5.32383,3.36018,1.80252,Alx1FTC9M10_5_50_p005_peak_70
Scaffold1038,85588,85917,330,85737,11.39,5.86499,4.12917,2.22269,Alx1FTC9M10_5_50_p005_peak_71
Scaffold104,147901,148127,227,148002,17.52,11.20838,6.17308,6.81569,Alx1FTC9M10_5_50_p005_peak_72
Scaffold1041,152082,152298,217,152163,8.76,3.78663,3.36538,0.64824,Alx1FTC9M10_5_50_p005_peak_73
Scaffold1041,176501,176690,190,176635,8.76,4.03748,3.53984,0.84025,Alx1FTC9M10_5_50_p005_peak_74
Scaffold1042,58671,59032,362,58908,27.15,4.25308,2.16575,0.98519,Alx1FTC9M10_5_50_p005_peak_75
Scaffold1046,93461,93691,231,93650,8.76,3.21926,2.97549,0.32137,Alx1FTC9M10_5_50_p005_peak_76
Scaffold1047,83618,83852,235,83715,21.9,6.40804,3.27129,2.66501,Alx1FTC9M10_5_50_p005_peak_77
Scaffold1047,257691,257918,228,257812,15.77,5.31046,3.35346,1.79124,Alx1FTC9M10_5_50_p005_peak_78
Scaffold1047,334229,334570,342,334401,28.91,8.09835,3.32297,4.07636,Alx1FTC9M10_5_50_p005_peak_79
Scaffold1048,154749,155030,282,154864,25.4,14.14773,5.9735,9.50743,Alx1FTC9M10_5_50_p005_peak_80
Scaffold1048,191616,191805,190,191717,10.51,5.45145,4.07632,1.89868,Alx1FTC9M10_5_50_p005_peak_81
Scaffold1049,110384,110621,238,110499,21.9,9.48022,4.58898,5.26009,Alx1FTC9M10_5_50_p005_peak_82
Scaffold105,160170,160428,259,160266,20.15,7.09102,3.52452,3.21775,Alx1FTC9M10_5_50_p005_peak_83
Scaffold105,160655,160846,192,160775,35.04,12.42869,4.00427,7.92865,Alx1FTC9M10_5_50_p005_peak_84
Scaffold105,166257,166446,190,166427,7.88,2.8408,2.87497,0.13582,Alx1FTC9M10_5_50_p005_peak_85
Scaffold105,193961,194150,190,194029,9.64,4.51651,3.66744,1.18847,Alx1FTC9M10_5_50_p005_peak_86
Scaffold105,462828,463017,190,462885,14.02,5.48872,3.39715,1.92015,Alx1FTC9M10_5_50_p005_peak_87
Scaffold1053,188741,188944,204,188917,22.77,3.5291,2.16136,0.49244,Alx1FTC9M10_5_50_p005_peak_88
Scaffold1053,225211,225406,196,225292,35.91,9.48566,3.27837,5.26534,Alx1FTC9M10_5_50_p005_peak_89
Scaffold1054,143691,143880,190,143763,24.53,8.23007,3.6467,4.1782,Alx1FTC9M10_5_50_p005_peak_90
Scaffold1054,154853,155065,213,155024,23.65,5.42882,2.739,1.87956,Alx1FTC9M10_5_50_p005_peak_91
Scaffold1054,155161,155356,196,155234,33.29,6.81026,2.63743,2.99499,Alx1FTC9M10_5_50_p005_peak_92
Scaffold1055,103438,103627,190,103473,9.64,2.95763,2.65889,0.16061,Alx1FTC9M10_5_50_p005_peak_93
Scaffold1058,291764,292014,251,291896,9.64,4.58949,3.71613,1.2518,Alx1FTC9M10_5_50_p005_peak_94
Scaffold1058,366354,366546,193,366452,15.77,6.45281,3.94618,2.69192,Alx1FTC9M10_5_50_p005_peak_95
Scaffold106,74885,75074,190,75002,19.27,4.35259,2.53389,1.05553,Alx1FTC9M10_5_50_p005_peak_96
Scaffold106,293604,293972,369,293909,17.52,8.35991,4.58397,4.29729,Alx1FTC9M10_5_50_p005_peak_97
Scaffold1060,167900,168089,190,168004,11.39,6.04837,4.24375,2.37527,Alx1FTC9M10_5_50_p005_peak_98
Scaffold1060,278921,279274,354,279091,45.55,21.83636,5.81875,16.86835,Alx1FTC9M10_5_50_p005_peak_99
Scaffold1061,152251,152440,190,152289,12.26,4.79185,3.31586,1.38501,Alx1FTC9M10_5_50_p005_peak_100
Scaffold1061,253957,254195,239,254050,19.27,6.46191,3.37853,2.69274,Alx1FTC9M10_5_50_p005_peak_101
Scaffold1063,41946,42187,242,42046,40.29,9.33966,2.94959,5.14929,Alx1FTC9M10_5_50_p005_peak_102
Scaffold1063,316933,317122,190,316936,26.28,2.88318,1.81859,0.16061,Alx1FTC9M10_5_50_p005_peak_103
Scaffold1063,362679,363294,616,362960,19.27,10.82456,5.45363,6.48084,Alx1FTC9M10_5_50_p005_peak_104
Scaffold1063,386503,386692,190,386571,11.39,3.76031,2.8768,0.62767,Alx1FTC9M10_5_50_p005_peak_105
Scaffold1063,480364,480668,305,480519,25.4,11.3732,4.74872,6.96633,Alx1FTC9M10_5_50_p005_peak_106
Scaffold1063,523935,524324,390,524120,11.39,3.85171,2.92849,0.70498,Alx1FTC9M10_5_50_p005_peak_107
Scaffold1064,125542,126114,573,125947,25.4,10.5157,4.40048,6.19102,Alx1FTC9M10_5_50_p005_peak_108
Scaffold1064,127936,128138,203,127997,21.02,5.34426,2.75288,1.80504,Alx1FTC9M10_5_50_p005_peak_109
Scaffold1066,167779,167968,190,167872,9.64,4.80058,3.85755,1.38501,Alx1FTC9M10_5_50_p005_peak_110
Scaffold1066,241101,241357,257,241168,9.64,3.872,3.24255,0.71895,Alx1FTC9M10_5_50_p005_peak_111
Scaffold1069,242,431,190,262,7.88,3.31828,3.22212,0.34448,Alx1FTC9M10_5_50_p005_peak_112
Scaffold1069,34696,34903,208,34729,7.88,2.9599,2.96122,0.16061,Alx1FTC9M10_5_50_p005_peak_113
Scaffold107,251014,251203,190,251073,21.9,5.34426,2.86238,1.80504,Alx1FTC9M10_5_50_p005_peak_114
Scaffold107,282637,282879,243,282771,18.4,9.61457,5.03771,5.37991,Alx1FTC9M10_5_50_p005_peak_115
Scaffold107,404784,405095,312,404923,15.77,6.9063,4.19183,3.07594,Alx1FTC9M10_5_50_p005_peak_116
Scaffold107,485680,485931,252,485815,10.51,4.25618,3.31745,0.98541,Alx1FTC9M10_5_50_p005_peak_117
Scaffold107,509199,509499,301,509364,13.14,6.43822,4.07476,2.68891,Alx1FTC9M10_5_50_p005_peak_118
Scaffold107,535290,535479,190,535438,7.88,2.9599,2.96122,0.16061,Alx1FTC9M10_5_50_p005_peak_119
Scaffold1070,177834,178023,190,177957,14.89,9.15757,5.76383,4.99103,Alx1FTC9M10_5_50_p005_peak_120
Scaffold1072,57808,58171,364,57992,47.3,3.43578,1.66558,0.43536,Alx1FTC9M10_5_50_p005_peak_121
Scaffold1072,287911,288206,296,288055,28.91,16.29121,6.48736,11.52055,Alx1FTC9M10_5_50_p005_peak_122
Scaffold1073,54922,55169,248,55065,14.89,6.17368,3.97284,2.46721,Alx1FTC9M10_5_50_p005_peak_123
Scaffold1073,55565,55944,380,55752,31.53,5.90546,2.50266,2.25682,Alx1FTC9M10_5_50_p005_peak_124
Scaffold1073,64230,64505,276,64366,13.14,5.46828,3.53486,1.90613,Alx1FTC9M10_5_50_p005_peak_125
Scaffold1074,336636,336951,316,336785,28.91,8.09835,3.32297,4.07636,Alx1FTC9M10_5_50_p005_peak_126
Scaffold1078,308735,308926,192,308848,36.79,9.23779,3.1492,5.06301,Alx1FTC9M10_5_50_p005_peak_127
Scaffold1079,52104,52296,193,52206,31.53,5.90546,2.50266,2.25682,Alx1FTC9M10_5_50_p005_peak_128
Scaffold108,315174,315363,190,315255,9.64,4.80058,3.85755,1.38501,Alx1FTC9M10_5_50_p005_peak_129
Scaffold108,412108,412357,250,412257,11.39,5.87606,4.13606,2.23031,Alx1FTC9M10_5_50_p005_peak_130
Scaffold108,996186,996375,190,996314,10.51,5.08049,3.83718,1.60976,Alx1FTC9M10_5_50_p005_peak_131
Scaffold1081,9479,9697,219,9613,9.64,4.80058,3.85755,1.38501,Alx1FTC9M10_5_50_p005_peak_132
Scaffold1081,144709,145077,369,144831,17.52,5.8082,3.3308,2.19106,Alx1FTC9M10_5_50_p005_peak_133
Scaffold1082,137570,137808,239,137672,47.3,10.99885,3.01887,6.62836,Alx1FTC9M10_5_50_p005_peak_134
Scaffold1083,287105,287377,273,287278,28.03,12.76925,4.83846,8.23246,Alx1FTC9M10_5_50_p005_peak_135
Scaffold1085,178505,178694,190,178519,21.02,5.34426,2.75288,1.80504,Alx1FTC9M10_5_50_p005_peak_136
Scaffold1085,365508,365782,275,365649,11.39,6.44359,4.49298,2.68891,Alx1FTC9M10_5_50_p005_peak_137
Scaffold109,97442,97730,289,97555,11.39,4.14638,3.09687,0.91093,Alx1FTC9M10_5_50_p005_peak_138
Scaffold109,253955,254254,300,254118,7.88,3.10048,3.06333,0.24184,Alx1FTC9M10_5_50_p005_peak_139
Scaffold109,578642,578930,289,578922,16.64,3.01855,2.20541,0.20046,Alx1FTC9M10_5_50_p005_peak_140
Scaffold1091,47365,47554,190,47443,13.14,4.11731,2.82788,0.89545,Alx1FTC9M10_5_50_p005_peak_141
Scaffold1091,48362,48793,432,48528,26.28,11.25152,4.54647,6.85257,Alx1FTC9M10_5_50_p005_peak_142
Scaffold1091,49704,49893,190,49864,14.89,4.70046,3.17827,1.32417,Alx1FTC9M10_5_50_p005_peak_143
Scaffold1093,24771,24960,190,24927,11.39,5.86499,4.12917,2.22269,Alx1FTC9M10_5_50_p005_peak_144
Scaffold1094,105976,106240,265,106148,12.26,6.6833,4.42115,2.87839,Alx1FTC9M10_5_50_p005_peak_145
Scaffold11,658076,658331,256,658205,10.51,4.69646,3.59286,1.32417,Alx1FTC9M10_5_50_p005_peak_146
Scaffold11,873951,874141,191,873989,8.76,4.03748,3.53984,0.84025,Alx1FTC9M10_5_50_p005_peak_147
Scaffold11,987991,988244,254,988129,29.78,2.94646,1.81075,0.16061,Alx1FTC9M10_5_50_p005_peak_148
Scaffold11,1078835,1079057,223,1078997,8.76,3.62443,3.2532,0.54145,Alx1FTC9M10_5_50_p005_peak_149
Scaffold11,1234651,1234928,278,1234814,20.15,8.71601,4.22942,4.60205,Alx1FTC9M10_5_50_p005_peak_150
Scaffold110,106316,106505,190,106471,13.14,5.11094,3.34265,1.63634,Alx1FTC9M10_5_50_p005_peak_151
Scaffold110,120327,120536,210,120456,21.9,8.43902,4.11853,4.35995,Alx1FTC9M10_5_50_p005_peak_152
Scaffold110,286590,286812,223,286739,20.15,10.92847,5.28678,6.56599,Alx1FTC9M10_5_50_p005_peak_153
Scaffold110,322224,322490,267,322376,20.15,8.71601,4.22942,4.60205,Alx1FTC9M10_5_50_p005_peak_154
Scaffold110,398773,398962,190,398858,9.64,4.17631,3.44193,0.92449,Alx1FTC9M10_5_50_p005_peak_155
Scaffold110,426443,426632,190,426558,8.76,2.41987,2.4399,0,Alx1FTC9M10_5_50_p005_peak_156
Scaffold110,722852,723225,374,723187,10.51,5.08049,3.83718,1.60976,Alx1FTC9M10_5_50_p005_peak_157
Scaffold1100,84778,84994,217,84934,8.76,3.4587,3.13915,0.45166,Alx1FTC9M10_5_50_p005_peak_158
Scaffold1100,120123,120312,190,120237,13.14,5.40372,3.49986,1.8585,Alx1FTC9M10_5_50_p005_peak_159
Scaffold1101,291980,292178,199,292114,31.53,7.60861,2.95769,3.65766,Alx1FTC9M10_5_50_p005_peak_160
Scaffold1104,255820,256040,221,255901,14.02,2.85376,2.14505,0.13982,Alx1FTC9M10_5_50_p005_peak_161
Scaffold1104,289909,290205,297,290144,19.27,6.46191,3.37853,2.69274,Alx1FTC9M10_5_50_p005_peak_162
Scaffold1104,290815,291004,190,290969,17.52,6.60524,3.70385,2.81007,Alx1FTC9M10_5_50_p005_peak_163
Scaffold1104,309865,310107,243,309878,12.26,4.46591,3.13557,1.15544,Alx1FTC9M10_5_50_p005_peak_164
Scaffold1105,181213,181553,341,181397,15.77,5.31046,3.35346,1.79124,Alx1FTC9M10_5_50_p005_peak_165
Scaffold1105,229162,229353,192,229256,8.76,3.62443,3.2532,0.54145,Alx1FTC9M10_5_50_p005_peak_166
Scaffold1107,101679,101880,202,101826,17.52,5.56606,3.22074,1.98842,Alx1FTC9M10_5_50_p005_peak_167
Scaffold1107,127097,127325,229,127271,11.39,4.35472,3.21753,1.05573,Alx1FTC9M10_5_50_p005_peak_168
Scaffold1107,173246,173436,191,173362,20.15,4.83877,2.64339,1.41228,Alx1FTC9M10_5_50_p005_peak_169
Scaffold1109,24531,24761,231,24686,10.51,4.73038,3.6143,1.34838,Alx1FTC9M10_5_50_p005_peak_170
Scaffold111,152489,152827,339,152650,21.9,7.73977,3.81651,3.75909,Alx1FTC9M10_5_50_p005_peak_171
Scaffold111,156547,156782,236,156640,42.92,6.39753,2.31169,2.66501,Alx1FTC9M10_5_50_p005_peak_172
Scaffold111,164081,164449,369,164348,28.03,9.36461,3.62885,5.16377,Alx1FTC9M10_5_50_p005_peak_173
Scaffold111,194323,194519,197,194474,26.28,6.0158,2.72788,2.34548,Alx1FTC9M10_5_50_p005_peak_174
Scaffold111,281853,282042,190,281889,8.76,4.03748,3.53984,0.84025,Alx1FTC9M10_5_50_p005_peak_175
Scaffold1110,33367,33637,271,33468,13.14,4.11731,2.82788,0.89545,Alx1FTC9M10_5_50_p005_peak_176
Scaffold1110,125487,125686,200,125654,7.88,3.31828,3.22212,0.34448,Alx1FTC9M10_5_50_p005_peak_177
Scaffold1111,117544,117784,241,117617,7.01,3.31828,2.90441,0.34448,Alx1FTC9M10_5_50_p005_peak_178
Scaffold1112,42248,42437,190,42366,10.51,4.34544,3.37285,1.05482,Alx1FTC9M10_5_50_p005_peak_179
Scaffold1117,407670,407863,194,407699,29.78,7.55824,3.07827,3.61882,Alx1FTC9M10_5_50_p005_peak_180
Scaffold1119,154324,154587,264,154363,14.02,4.70046,3.00308,1.32417,Alx1FTC9M10_5_50_p005_peak_181
Scaffold1119,162352,162671,320,162483,21.9,7.73977,3.81651,3.75909,Alx1FTC9M10_5_50_p005_peak_182
Scaffold1119,166588,166816,229,166629,14.89,4.70046,3.17827,1.32417,Alx1FTC9M10_5_50_p005_peak_183
Scaffold1119,169430,169648,219,169511,12.26,4.73293,3.28303,1.34838,Alx1FTC9M10_5_50_p005_peak_184
Scaffold1119,180460,180873,414,180596,18.4,7.6291,4.04066,3.67562,Alx1FTC9M10_5_50_p005_peak_185
Scaffold1119,181063,181376,314,181263,14.89,4.07039,2.85816,0.86629,Alx1FTC9M10_5_50_p005_peak_186
Scaffold1119,196312,196579,268,196431,14.89,4.70046,3.17827,1.32417,Alx1FTC9M10_5_50_p005_peak_187
Scaffold112,504913,505105,193,505042,16.64,3.75727,2.52047,0.62539,Alx1FTC9M10_5_50_p005_peak_188
Scaffold1120,199667,199872,206,199796,37.67,18.88186,5.93953,13.99718,Alx1FTC9M10_5_50_p005_peak_189
Scaffold1120,273613,273802,190,273653,11.39,4.85435,3.51219,1.42568,Alx1FTC9M10_5_50_p005_peak_190
Scaffold1121,101713,101902,190,101848,10.51,5.08049,3.83718,1.60976,Alx1FTC9M10_5_50_p005_peak_191
Scaffold1121,133668,133865,198,133735,18.4,5.85335,3.23253,2.21854,Alx1FTC9M10_5_50_p005_peak_192
Scaffold1122,133147,133430,284,133248,21.02,5.34426,2.75288,1.80504,Alx1FTC9M10_5_50_p005_peak_193
Scaffold1129,241803,241992,190,241835,11.39,4.09307,3.06621,0.88245,Alx1FTC9M10_5_50_p005_peak_194
Scaffold1129,264610,264838,229,264782,22.77,6.99767,3.39643,3.14362,Alx1FTC9M10_5_50_p005_peak_195
Scaffold113,192545,192734,190,192642,6.13,2.34354,2.37724,0,Alx1FTC9M10_5_50_p005_peak_196
Scaffold113,197717,197966,250,197827,21.02,11.79668,5.50577,7.34907,Alx1FTC9M10_5_50_p005_peak_197
Scaffold113,302568,302807,240,302700,28.03,7.02967,2.90308,3.16708,Alx1FTC9M10_5_50_p005_peak_198
Scaffold113,862026,862258,233,862200,7.88,2.65391,2.74018,0.01968,Alx1FTC9M10_5_50_p005_peak_199
Scaffold113,1129957,1130287,331,1130123,94.6,61.22701,9.56038,54.72863,Alx1FTC9M10_5_50_p005_peak_200
